point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
2798,25252,24485,25223,24451,31950,31123,32868,31988
2799,25243,24483,25218,24471,31943,31133,32855,31990
2800,25248,24500,25216,24452,31941,31153,32847,31999
2801,25249,24514,25219,24457,31945,31159,32854,32010
2802,25245,24504,25221,24464,31942,31156,32846,32000
2803,25247,24494,25221,24449,31942,31144,32838,31988
2804,25246,24485,25222,24441,31937,31126,32840,32001
2805,25250,24491,25219,24457,31935,31129,32825,31999
2806,25254,24492,25226,24464,31935,31154,32841,32000
2807,25238,24473,25216,24450,31932,31164,32832,32027
2808,25233,24473,25221,24461,31934,31166,32820,32018
2809,25242,24487,25216,24453,31921,31176,32837,32006
2810,25245,24508,25218,24456,31933,31189,32845,32007
2811,25246,24494,25212,24450,31928,31192,32841,32001
2812,25243,24501,25212,24455,31937,31192,32838,32007
2813,25241,24504,25215,24459,31936,31193,32830,32006
2814,25251,24497,25218,24456,31946,31193,32837,32021
2815,25236,24494,25215,24468,31940,31208,32838,32023
2816,25237,24503,25213,24465,31933,31198,32832,32014
2817,25239,24494,25218,24474,31922,31204,32837,32028
2818,25249,24504,25224,24476,31934,31194,32833,32034
2819,25241,24521,25216,24483,31919,31191,32834,32032
2820,25236,24508,25209,24484,31921,31193,32839,32019
2821,25242,24481,25221,24479,31928,31192,32840,32015
2822,25236,24495,25222,24481,31921,31193,32840,32010
2823,25244,24499,25215,24476,31914,31190,32825,32021
2824,25245,24482,25222,24485,31922,31177,32820,32020
2825,25244,24491,25223,24467,31916,31179,32832,32027
2826,25245,24493,25220,24479,31918,31188,32832,32019
2827,25245,24493,25215,24467,31909,31188,32835,31993
2828,25245,24479,25212,24459,31917,31186,32818,31962
2829,25244,24474,25209,24470,31916,31200,32817,31955
2830,25250,24483,25222,24470,31918,31205,32831,31983
2831,25236,24501,25209,24470,31919,31214,32807,31983
2832,25246,24514,25223,24473,31919,31197,32806,31972
2833,25248,24500,25221,24467,31920,31202,32807,31975
2834,25249,24503,25209,24468,31912,31202,32813,31982
2835,25248,24503,25218,24459,31912,31195,32810,31990
2836,25246,24491,25213,24448,31916,31191,32810,31978
2837,25239,24494,25214,24446,31916,31208,32804,31989
2838,25248,24506,25222,24458,31916,31217,32809,31997
2839,25248,24499,25214,24453,31906,31217,32796,31985
2840,25243,24483,25222,24443,31906,31216,32792,31958
2841,25243,24487,25230,24441,31906,31192,32801,31948
2842,25250,24491,25221,24450,31891,31187,32801,31939
2843,25250,24482,25218,24459,31884,31200,32799,31955
2844,25248,24485,25223,24455,31887,31191,32807,31951
2845,25254,24498,25228,24468,31896,31169,32786,31953
2846,25252,24494,25226,24476,31896,31171,32789,31961
2847,25244,24480,25222,24470,31890,31188,32790,31957
2848,25235,24485,25216,24482,31897,31210,32798,31948
2849,25244,24483,25222,24471,31900,31207,32799,31942
2850,25246,24490,25222,24491,31900,31205,32799,31953
2851,25244,24489,25219,24474,31883,31193,32797,31973
2852,25239,24480,25218,24475,31901,31185,32797,31967
2853,25242,24482,25209,24469,31908,31163,32808,31959
2854,25244,24490,25218,24460,31908,31162,32808,31951
2855,25240,24492,25218,24448,31891,31178,32799,31957
2856,25235,24493,25211,24463,31887,31185,32785,31965
2857,25243,24478,25222,24472,31887,31182,32787,31956
2858,25245,24486,25220,24479,31885,31170,32783,31947
2859,25231,24500,25226,24459,31887,31170,32773,31962
2860,25238,24509,25214,24454,31878,31167,32781,31955
2861,25243,24499,25217,24455,31875,31158,32780,31940
2862,25235,24495,25222,24456,31866,31160,32780,31937
2863,25235,24482,25224,24457,31855,31150,32774,31922
2864,25246,24488,25220,24465,31880,31154,32776,31925
2865,25240,24492,25220,24478,31875,31154,32786,31931
2866,25246,24486,25220,24465,31868,31162,32783,31921
2867,25240,24489,25219,24467,31863,31145,32783,31917
2868,25242,24494,25221,24466,31859,31137,32788,31916
2869,25245,24490,25217,24455,31863,31142,32780,31900
2870,25242,24476,25225,24446,31866,31150,32774,31908
2871,25237,24477,25220,24442,31858,31150,32777,31930
2872,25244,24492,25218,24437,31856,31151,32764,31919
2873,25246,24499,25215,24437,31842,31149,32752,31905
2874,25254,24490,25221,24458,31841,31145,32752,31903
2875,25248,24478,25216,24448,31833,31132,32752,31907
2876,25248,24484,25215,24464,31840,31146,32750,31908
2877,25241,24499,25214,24463,31841,31140,32762,31890
2878,25239,24508,25221,24462,31843,31132,32758,31885
2879,25242,24493,25222,24454,31844,31143,32735,31870
2880,25245,24486,25220,24447,31838,31152,32727,31864
2881,25246,24481,25218,24450,31829,31153,32751,31861
2882,25253,24490,25218,24457,31840,31138,32748,31864
2883,25260,24488,25219,24472,31842,31137,32739,31864
2884,25253,24498,25222,24467,31849,31124,32728,31871
2885,25248,24494,25217,24468,31841,31121,32723,31861
2886,25253,24492,25217,24478,31846,31129,32729,31863
2887,25245,24491,25219,24478,31844,31111,32727,31889
2888,25250,24493,25212,24474,31844,31125,32739,31882
2889,25251,24488,25215,24476,31834,31136,32731,31872
2890,25251,24494,25217,24481,31833,31132,32739,31845
2891,25242,24490,25208,24455,31833,31133,32737,31831
2892,25248,24495,25231,24460,31829,31114,32736,31823
2893,25245,24480,25218,24471,31811,31129,32723,31825
2894,25247,24482,25217,24479,31820,31124,32734,31836
2895,25244,24491,25213,24479,31824,31123,32722,31849
2896,25238,24483,25224,24477,31825,31114,32724,31853
2897,25238,24486,25225,24468,31824,31101,32714,31847
2898,25239,24491,25223,24469,31821,31101,32721,31843
2899,25242,24498,25204,24466,31814,31094,32712,31845
2900,25248,24514,25216,24460,31821,31106,32716,31848
2901,25248,24514,25219,24461,31818,31102,32718,31866
2902,25248,24496,25220,24457,31821,31085,32729,31862
2903,25239,24487,25222,24472,31809,31079,32719,31857
2904,25240,24492,25224,24481,31807,31081,32725,31859
2905,25236,24491,25224,24459,31802,31087,32721,31867
2906,25239,24506,25221,24460,31806,31091,32725,31853
2907,25243,24501,25216,24462,31809,31101,32710,31844
2908,25243,24484,25220,24459,31801,31121,32704,31845
2909,25249,24481,25225,24455,31799,31099,32702,31834
2910,25257,24470,25231,24464,31803,31080,32711,31841
2911,25249,24470,25220,24469,31802,31074,32710,31849
2912,25249,24476,25204,24479,31793,31093,32696,31849
2913,25241,24489,25217,24476,31779,31086,32707,31827
2914,25238,24495,25216,24491,31779,31077,32703,31826
2915,25241,24484,25212,24467,31791,31058,32687,31825
2916,25245,24479,25208,24456,31785,31051,32693,31823
2917,25244,24479,25213,24446,31780,31071,32673,31837
2918,25248,24478,25215,24465,31795,31063,32670,31833
2919,25234,24472,25224,24458,31782,31080,32684,31835
2920,25244,24485,25223,24464,31781,31069,32682,31840
2921,25250,24477,25220,24470,31789,31053,32681,31839
2922,25251,24484,25219,24472,31790,31073,32684,31832
2923,25252,24473,25212,24460,31786,31062,32689,31827
2924,25249,24480,25225,24467,31779,31067,32692,31828
2925,25245,24489,25217,24466,31780,31083,32694,31835
2926,25241,24496,25215,24458,31789,31055,32700,31827
2927,25238,24493,25218,24448,31787,31048,32688,31826
2928,25247,24495,25216,24459,31778,31063,32686,31831
2929,25246,24506,25219,24471,31775,31065,32693,31823
2930,25245,24484,25217,24456,31775,31069,32696,31827
2931,25250,24492,25219,24471,31783,31074,32691,31825
2932,25243,24502,25212,24472,31777,31071,32705,31835
2933,25243,24497,25220,24459,31769,31059,32712,31857
2934,25246,24488,25222,24456,31760,31048,32713,31855
2935,25247,24501,25218,24453,31758,31051,32698,31854
2936,25252,24502,25219,24460,31774,31029,32698,31846
2937,25246,24491,25207,24457,31767,31023,32694,31838
2938,25238,24484,25224,24457,31771,31027,32686,31834
2939,25233,24488,25222,24460,31754,31037,32674,31824
2940,25237,24507,25218,24468,31756,31031,32679,31830
2941,25238,24505,25209,24464,31758,31012,32690,31836
2942,25243,24489,25218,24465,31748,31018,32686,31825
2943,25250,24482,25210,24467,31732,31025,32679,31823
2944,25248,24497,25214,24473,31742,31017,32658,31832
2945,25248,24503,25219,24464,31736,31012,32655,31834
2946,25249,24494,25221,24470,31745,31017,32674,31827
2947,25237,24494,25216,24471,31727,30996,32660,31822
2948,25252,24502,25213,24465,31725,30984,32668,31833
2949,25250,24494,25218,24459,31721,30992,32668,31843
2950,25247,24499,25220,24463,31725,31002,32662,31828
2951,25246,24496,25225,24453,31727,31001,32646,31812
2952,25235,24497,25204,24463,31726,31010,32651,31797
2953,25231,24483,25212,24455,31726,31008,32652,31811
2954,25241,24476,25214,24461,31724,31008,32656,31801
2955,25241,24480,25210,24472,31723,31003,32640,31808
2956,25243,24502,25220,24473,31723,31000,32649,31801
2957,25238,24512,25217,24460,31729,30996,32657,31796
2958,25237,24504,25216,24458,31731,30994,32642,31798
2959,25240,24491,25219,24460,31724,30985,32638,31793
2960,25241,24495,25215,24460,31719,30960,32639,31788
2961,25243,24488,25228,24455,31713,30966,32643,31789
2962,25244,24494,25225,24459,31716,30988,32624,31796
2963,25234,24496,25213,24460,31714,30992,32622,31787
2964,25239,24500,25224,24465,31716,30980,32629,31783
2965,25241,24504,25214,24465,31723,30965,32631,31795
2966,25243,24497,25216,24466,31713,30966,32632,31777
2967,25239,24477,25214,24472,31707,30965,32631,31767
2968,25235,24471,25218,24462,31706,30976,32632,31768
2969,25241,24483,25225,24464,31699,30980,32618,31776
2970,25255,24478,25225,24482,31692,30983,32620,31765
2971,25247,24482,25223,24468,31686,30985,32613,31743
2972,25237,24466,25219,24482,31688,30957,32599,31740
2973,25242,24479,25216,24480,31693,30948,32598,31752
2974,25242,24485,25225,24461,31694,30955,32605,31747
2975,25239,24487,25215,24456,31687,30953,32603,31742
2976,25250,24473,25220,24463,31685,30950,32584,31748
2977,25238,24467,25219,24446,31676,30944,32587,31741
2978,25243,24476,25213,24446,31692,30947,32590,31724
2979,25255,24485,25215,24458,31682,30942,32588,31721
2980,25259,24482,25217,24464,31693,30951,32576,31716
2981,25244,24475,25221,24470,31679,30937,32576,31712
2982,25244,24483,25227,24486,31678,30939,32568,31704
2983,25244,24475,25216,24493,31678,30946,32578,31721
2984,25248,24489,25210,24483,31674,30946,32590,31696
2985,25251,24492,25210,24472,31665,30932,32577,31709
2986,25243,24483,25224,24485,31672,30937,32583,31693
2987,25237,24494,25228,24469,31668,30951,32578,31691
2988,25244,24501,25218,24448,31677,30942,32576,31706
2989,25240,24497,25220,24449,31667,30945,32569,31721
2990,25243,24483,25219,24454,31667,30928,32561,31707
2991,25241,24468,25214,24456,31664,30919,32572,31713
2992,25245,24481,25216,24454,31665,30936,32573,31677
2993,25244,24484,25224,24457,31670,30943,32584,31690
2994,25250,24499,25223,24463,31670,30935,32587,31701
2995,25248,24494,25218,24468,31668,30925,32586,31679
2996,25251,24488,25220,24464,31660,30935,32571,31682
2997,25250,24484,25216,24467,31656,30925,32563,31690
2998,25250,24484,25225,24476,31667,30930,32564,31682
2999,25243,24483,25217,24473,31662,30911,32563,31685
3000,25246,24491,25212,24472,31656,30910,32556,31651
3001,25242,24483,25214,24459,31655,30905,32549,31631
3002,25235,24487,25221,24454,31670,30914,32560,31624
3003,25248,24494,25215,24450,31655,30906,32558,31607
3004,25250,24489,25214,24457,31643,30906,32556,31595
3005,25245,24499,25213,24477,31641,30910,32542,31599
3006,25248,24507,25213,24475,31663,30896,32534,31583
3007,25248,24497,25217,24477,31651,30880,32526,31584
3008,25249,24487,25223,24471,31642,30856,32531,31567
3009,25241,24483,25211,24463,31645,30846,32530,31566
3010,25251,24487,25219,24467,31646,30861,32519,31579
3011,25250,24486,25210,24450,31623,30861,32522,31593
3012,25244,24482,25210,24453,31633,30842,32524,31597
3013,25242,24496,25216,24475,31640,30845,32525,31592
3014,25247,24503,25224,24469,31630,30857,32534,31608
3015,25246,24502,25213,24463,31628,30856,32540,31619
3016,25244,24493,25216,24469,31625,30833,32541,31637
3017,25247,24501,25216,24457,31626,30830,32530,31634
3018,25244,24499,25220,24475,31619,30816,32534,31646
3019,25242,24494,25212,24479,31615,30812,32529,31648
3020,25244,24490,25220,24476,31615,30788,32533,31657
3021,25246,24476,25220,24465,31611,30768,32533,31646
3022,25247,24478,25222,24456,31606,30766,32539,31646
3023,25242,24477,25227,24456,31603,30742,32522,31649
3024,25249,24478,25216,24458,31604,30730,32524,31647
3025,25251,24483,25221,24463,31605,30740,32512,31652
3026,25256,24475,25219,24465,31606,30780,32507,31652
3027,25248,24496,25215,24455,31603,30775,32506,31648
3028,25243,24506,25220,24465,31599,30782,32509,31643
3029,25245,24487,25214,24462,31602,30779,32514,31653
3030,25247,24491,25214,24473,31610,30796,32523,31662
3031,25247,24483,25211,24475,31602,30813,32516,31659
3032,25252,24482,25226,24468,31601,30812,32521,31665
3033,25256,24476,25221,24470,31600,30818,32502,31655
3034,25255,24476,25225,24471,31595,30801,32508,31647
3035,25249,24476,25211,24452,31592,30817,32502,31660
3036,25251,24493,25221,24462,31592,30834,32510,31657
3037,25248,24511,25219,24462,31593,30844,32520,31652
3038,25243,24491,25218,24456,31590,30833,32513,31678
3039,25240,24490,25217,24473,31609,30838,32507,31640
3040,25247,24486,25213,24463,31596,30853,32502,31636
3041,25247,24491,25217,24450,31591,30841,32502,31649
3042,25247,24487,25216,24457,31588,30837,32501,31657
3043,25246,24493,25215,24456,31596,30843,32496,31648
3044,25239,24492,25218,24466,31581,30843,32500,31629
3045,25252,24500,25218,24463,31581,30846,32501,31609
3046,25261,24493,25220,24469,31581,30844,32494,31593
3047,25244,24492,25209,24471,31575,30847,32482,31606
3048,25249,24494,25213,24470,31595,30829,32485,31612
3049,25252,24488,25216,24473,31595,30829,32481,31612
3050,25244,24491,25219,24475,31597,30833,32496,31627
3051,25244,24505,25211,24464,31575,30821,32482,31618
3052,25247,24502,25225,24467,31582,30830,32483,31596
3053,25239,24487,25222,24473,31590,30844,32498,31601
3054,25243,24487,25221,24465,31576,30858,32497,31611
3055,25239,24476,25206,24467,31573,30863,32477,31615
3056,25247,24491,25208,24451,31586,30836,32480,31609
3057,25247,24476,25212,24459,31588,30840,32470,31621
3058,25249,24483,25225,24467,31583,30830,32468,31624
3059,25251,24489,25211,24469,31570,30837,32477,31604
3060,25249,24507,25212,24472,31581,30823,32476,31591
3061,25244,24496,25212,24457,31571,30828,32465,31573
3062,25244,24485,25217,24446,31583,30827,32465,31557
3063,25246,24487,25219,24450,31570,30836,32447,31566
3064,25243,24480,25209,24450,31581,30819,32465,31596
3065,25243,24489,25212,24455,31571,30805,32470,31596
3066,25251,24485,25218,24457,31561,30806,32452,31579
3067,25247,24484,25213,24441,31561,30820,32446,31594
3068,25238,24497,25222,24454,31572,30811,32440,31580
3069,25247,24505,25223,24464,31573,30795,32455,31562
3070,25243,24505,25225,24460,31570,30809,32459,31549
3071,25244,24500,25218,24466,31569,30815,32457,31552
3072,25250,24501,25214,24480,31575,30821,32443,31560
3073,25246,24494,25215,24472,31566,30821,32442,31564
3074,25254,24488,25217,24460,31557,30800,32447,31550
3075,25248,24485,25215,24455,31550,30801,32447,31546
3076,25242,24496,25229,24466,31557,30813,32452,31554
3077,25259,24501,25216,24473,31563,30804,32454,31550
3078,25252,24496,25214,24480,31563,30802,32468,31560
3079,25239,24490,25215,24482,31562,30802,32445,31558
3080,25242,24498,25221,24463,31551,30818,32449,31554
3081,25239,24503,25221,24458,31544,30811,32436,31558
3082,25246,24502,25215,24461,31546,30791,32434,31554
3083,25243,24496,25211,24460,31538,30791,32436,31551
3084,25249,24498,25215,24475,31541,30786,32433,31541
3085,25247,24473,25224,24463,31541,30782,32442,31528
3086,25248,24485,25223,24455,31549,30765,32441,31520
3087,25239,24475,25211,24468,31529,30760,32437,31508
3088,25246,24471,25219,24462,31528,30762,32438,31500
3089,25243,24464,25214,24461,31534,30764,32435,31513
3090,25247,24467,25213,24451,31526,30784,32425,31525
3091,25235,24488,25208,24445,31531,30778,32420,31519
3092,25241,24494,25219,24457,31526,30778,32411,31493
3093,25245,24493,25220,24471,31531,30775,32415,31505
3094,25241,24492,25223,24466,31527,30777,32429,31515
3095,25239,24500,25217,24455,31527,30785,32419,31526
3096,25246,24494,25224,24474,31529,30775,32425,31526
3097,25244,24489,25221,24475,31539,30764,32420,31531
3098,25255,24488,25226,24467,31535,30757,32420,31497
3099,25254,24483,25213,24461,31530,30777,32402,31496
3100,25243,24496,25214,24448,31519,30764,32407,31515
3101,25254,24493,25219,24458,31527,30752,32406,31505
3102,25251,24488,25218,24457,31519,30764,32403,31503
3103,25241,24475,25209,24467,31520,30759,32398,31509
3104,25245,24493,25209,24459,31502,30760,32411,31504
3105,25247,24502,25216,24465,31513,30752,32411,31488
3106,25242,24488,25217,24461,31504,30738,32404,31484
3107,25244,24489,25217,24457,31494,30745,32400,31474
3108,25243,24492,25231,24465,31493,30751,32392,31481
3109,25250,24493,25223,24464,31487,30751,32399,31472
3110,25257,24498,25214,24462,31493,30748,32383,31467
3111,25244,24495,25206,24451,31488,30765,32373,31470
3112,25241,24485,25223,24462,31489,30751,32388,31463
3113,25239,24480,25221,24464,31493,30736,32375,31458
3114,25247,24485,25222,24467,31491,30732,32374,31469
3115,25239,24491,25222,24472,31487,30740,32374,31450
3116,25238,24495,25221,24461,31485,30748,32370,31441
3117,25244,24492,25216,24471,31486,30752,32366,31447
3118,25249,24498,25218,24477,31494,30760,32373,31439
3119,25248,24490,25213,24459,31481,30739,32367,31430
3120,25252,24505,25218,24463,31491,30721,32357,31445
3121,25253,24514,25217,24457,31492,30725,32346,31449
3122,25247,24493,25223,24463,31485,30723,32343,31442
3123,25241,24478,25214,24457,31471,30727,32341,31428
3124,25241,24486,25212,24465,31471,30719,32358,31459
3125,25242,24488,25213,24457,31478,30747,32348,31455
3126,25250,24488,25217,24454,31486,30748,32354,31432
3127,25235,24487,25214,24454,31475,30731,32355,31410
3128,25239,24493,25211,24456,31475,30721,32347,31423
3129,25234,24488,25220,24461,31475,30710,32353,31435
3130,25234,24492,25215,24453,31479,30700,32357,31441
3131,25245,24502,25215,24459,31468,30710,32347,31425
3132,25250,24504,25216,24463,31474,30711,32361,31421
3133,25244,24501,25216,24466,31474,30729,32345,31423
3134,25252,24491,25225,24465,31468,30710,32343,31424
3135,25247,24491,25224,24452,31469,30696,32349,31407
3136,25246,24494,25213,24460,31467,30691,32359,31412
3137,25244,24483,25213,24467,31445,30677,32348,31423
3138,25252,24487,25220,24472,31439,30685,32333,31428
3139,25249,24494,25207,24475,31445,30683,32342,31426
3140,25245,24490,25214,24474,31442,30683,32343,31412
3141,25247,24483,25220,24470,31441,30680,32347,31427
3142,25250,24490,25223,24458,31436,30676,32346,31430
3143,25242,24489,25222,24459,31414,30669,32344,31434
3144,25244,24487,25218,24467,31421,30655,32344,31417
3145,25238,24488,25224,24453,31421,30659,32343,31420
3146,25237,24488,25223,24453,31425,30669,32333,31420
3147,25250,24487,25214,24470,31424,30671,32336,31426
3148,25256,24483,25225,24482,31421,30665,32330,31415
3149,25249,24486,25218,24471,31431,30663,32332,31422
3150,25252,24475,25216,24467,31441,30651,32333,31422
3151,25241,24490,25218,24463,31429,30674,32330,31417
3152,25240,24486,25213,24461,31432,30677,32324,31424
3153,25240,24490,25212,24471,31433,30668,32337,31421
3154,25244,24502,25217,24467,31429,30662,32332,31416
3155,25245,24477,25219,24456,31417,30652,32319,31420
3156,25254,24497,25221,24446,31423,30658,32315,31441
3157,25253,24511,25219,24462,31437,30676,32315,31425
3158,25252,24502,25212,24471,31425,30681,32320,31408
3159,25241,24496,25205,24467,31423,30668,32305,31434
3160,25244,24487,25220,24472,31418,30657,32310,31430
3161,25247,24484,25220,24471,31422,30667,32323,31421
3162,25256,24487,25222,24474,31414,30664,32330,31439
3163,25255,24493,25218,24462,31413,30647,32326,31437
3164,25244,24493,25217,24463,31412,30660,32329,31421
3165,25245,24489,25217,24469,31401,30638,32307,31407
3166,25239,24492,25217,24463,31413,30649,32307,31399
3167,25243,24493,25202,24457,31420,30656,32302,31386
3168,25239,24493,25215,24472,31422,30659,32296,31373
3169,25237,24488,25209,24473,31420,30657,32283,31392
3170,25249,24494,25215,24465,31419,30635,32294,31402
3171,25245,24495,25215,24469,31406,30644,32301,31391
3172,25246,24492,25223,24469,31406,30636,32294,31386
3173,25250,24492,25220,24473,31407,30616,32285,31391
3174,25247,24490,25213,24469,31417,30624,32289,31406
3175,25242,24465,25218,24477,31405,30616,32277,31404
3176,25252,24478,25217,24470,31397,30624,32286,31402
3177,25250,24499,25210,24459,31391,30624,32305,31385
3178,25244,24499,25214,24448,31399,30608,32298,31378
3179,25239,24486,25215,24464,31383,30609,32292,31375
3180,25237,24480,25220,24466,31396,30617,32284,31382
3181,25249,24488,25225,24477,31381,30629,32283,31370
3182,25254,24499,25226,24473,31383,30629,32282,31386
3183,25240,24496,25218,24464,31381,30620,32281,31390
3184,25243,24490,25224,24456,31393,30598,32270,31390
3185,25256,24485,25212,24457,31396,30619,32283,31380
3186,25247,24488,25212,24471,31384,30613,32277,31364
3187,25244,24481,25212,24476,31377,30594,32272,31369
3188,25247,24481,25213,24470,31381,30594,32269,31359
3189,25242,24497,25210,24460,31383,30601,32270,31367
3190,25248,24494,25215,24459,31391,30604,32279,31362
3191,25246,24475,25213,24465,31386,30602,32262,31368
3192,25237,24485,25214,24462,31371,30588,32261,31371
3193,25245,24489,25211,24473,31370,30588,32273,31364
3194,25245,24502,25220,24455,31369,30583,32278,31367
3195,25247,24510,25216,24441,31372,30575,32264,31353
3196,25255,24480,25214,24443,31361,30573,32264,31344
3197,25246,24492,25219,24446,31365,30588,32262,31327
3198,25246,24496,25220,24452,31375,30577,32262,31324
3199,25235,24491,25219,24451,31373,30575,32251,31327
3200,25234,24483,25218,24465,31356,30574,32251,31349
3201,25237,24482,25208,24461,31367,30574,32258,31346
3202,25250,24467,25219,24448,31352,30584,32257,31348
3203,25247,24483,25219,24462,31349,30579,32243,31342
3204,25251,24483,25221,24468,31363,30572,32257,31335
3205,25245,24488,25217,24455,31370,30579,32264,31336
3206,25248,24494,25225,24443,31368,30586,32259,31319
3207,25237,24490,25220,24450,31373,30588,32252,31324
3208,25237,24487,25205,24452,31368,30591,32242,31326
3209,25244,24483,25210,24449,31362,30587,32225,31328
3210,25252,24500,25217,24459,31371,30581,32245,31330
3211,25239,24490,25217,24478,31363,30587,32254,31312
3212,25249,24488,25226,24480,31359,30564,32248,31315
3213,25242,24504,25222,24461,31359,30554,32241,31310
3214,25247,24517,25228,24460,31365,30548,32234,31308
3215,25244,24498,25215,24472,31351,30549,32219,31309
3216,25245,24489,25209,24465,31343,30561,32226,31283
3217,25242,24490,25209,24459,31353,30587,32211,31266
3218,25246,24483,25232,24471,31347,30570,32211,31261
3219,25240,24483,25221,24471,31329,30559,32207,31244
3220,25251,24481,25212,24471,31339,30552,32208,31225
3221,25256,24495,25210,24472,31339,30560,32208,31215
3222,25245,24497,25205,24466,31345,30566,32207,31214
3223,25247,24495,25206,24452,31340,30568,32192,31221
3224,25241,24499,25222,24454,31340,30569,32195,31196
3225,25241,24499,25217,24465,31341,30554,32196,31187
3226,25250,24493,25212,24469,31342,30560,32183,31193
3227,25241,24495,25215,24482,31341,30554,32183,31184
3228,25242,24493,25216,24464,31340,30542,32186,31188
3229,25243,24488,25211,24469,31331,30530,32194,31206
3230,25241,24486,25224,24461,31327,30535,32204,31219
3231,25245,24486,25212,24446,31329,30537,32189,31213
3232,25245,24478,25203,24453,31337,30527,32192,31226
3233,25241,24498,25216,24462,31343,30523,32202,31238
3234,25253,24494,25218,24477,31330,30502,32204,31238
3235,25252,24502,25223,24470,31323,30507,32192,31228
3236,25248,24484,25219,24468,31329,30514,32202,31239
3237,25247,24495,25223,24467,31329,30520,32198,31254
3238,25244,24486,25217,24448,31323,30503,32202,31269
3239,25246,24477,25219,24446,31316,30488,32192,31275
3240,25247,24485,25210,24456,31315,30473,32187,31282
3241,25246,24482,25217,24464,31305,30455,32187,31293
3242,25242,24496,25222,24479,31303,30444,32190,31292
3243,25244,24503,25222,24465,31294,30439,32181,31254
3244,25256,24494,25225,24455,31294,30425,32180,31247
3245,25258,24482,25210,24457,31292,30397,32181,31267
3246,25246,24480,25206,24466,31288,30391,32180,31267
3247,25243,24482,25221,24449,31282,30386,32176,31279
3248,25247,24489,25213,24468,31272,30379,32174,31284
3249,25244,24496,25208,24473,31285,30402,32174,31279
3250,25248,24486,25220,24470,31287,30383,32170,31255
3251,25247,24493,25220,24455,31294,30390,32168,31262
3252,25242,24491,25213,24454,31289,30415,32164,31246
3253,25239,24486,25217,24462,31280,30435,32168,31270
3254,25237,24487,25220,24470,31292,30442,32181,31265
3255,25238,24492,25209,24464,31284,30450,32170,31269
3256,25242,24485,25221,24464,31277,30448,32172,31268
3257,25242,24473,25215,24464,31283,30458,32176,31257
3258,25242,24480,25216,24464,31291,30453,32170,31252
3259,25242,24486,25207,24470,31283,30462,32168,31253
3260,25245,24483,25216,24465,31278,30451,32161,31260
3261,25252,24486,25217,24457,31271,30449,32165,31244
3262,25248,24481,25229,24456,31267,30445,32163,31250
3263,25241,24481,25217,24460,31267,30450,32148,31222
3264,25247,24492,25218,24456,31275,30467,32161,31219
3265,25244,24494,25210,24468,31278,30480,32160,31222
3266,25243,24491,25218,24468,31277,30479,32164,31219
3267,25234,24490,25216,24483,31269,30501,32158,31229
3268,25240,24478,25214,24471,31273,30495,32157,31224
3269,25245,24473,25210,24467,31265,30481,32153,31206
3270,25242,24491,25223,24470,31263,30466,32143,31207
3271,25241,24501,25221,24476,31275,30471,32134,31203
3272,25251,24504,25219,24471,31275,30459,32144,31205
3273,25246,24495,25216,24463,31270,30450,32141,31204
3274,25248,24491,25216,24471,31266,30456,32131,31218
3275,25247,24482,25210,24471,31265,30456,32125,31217
3276,25247,24496,25214,24458,31270,30482,32136,31215
3277,25246,24500,25223,24466,31265,30476,32135,31202
3278,25248,24492,25217,24461,31271,30476,32142,31212
3279,25241,24487,25220,24468,31252,30483,32127,31211
3280,25250,24490,25226,24462,31257,30482,32116,31195
3281,25252,24493,25229,24460,31244,30472,32123,31196
3282,25251,24485,25227,24462,31252,30462,32126,31188
3283,25245,24481,25214,24446,31239,30456,32115,31174
3284,25247,24476,25216,24462,31240,30443,32114,31167
3285,25249,24496,25223,24471,31240,30453,32105,31171
3286,25250,24493,25224,24469,31241,30449,32112,31190
3287,25252,24488,25209,24455,31252,30442,32101,31192
3288,25253,24482,25211,24468,31254,30447,32091,31175
3289,25247,24474,25211,24471,31244,30467,32079,31163
3290,25252,24473,25220,24477,31242,30462,32090,31139
3291,25244,24487,25221,24477,31233,30458,32085,31145
3292,25247,24498,25219,24464,31239,30457,32098,31155
3293,25256,24497,25219,24464,31240,30453,32107,31165
3294,25250,24505,25218,24462,31242,30450,32104,31168
3295,25235,24505,25218,24466,31228,30455,32096,31159
3296,25245,24499,25212,24470,31223,30428,32081,31165
3297,25252,24497,25212,24465,31226,30413,32078,31150
3298,25241,24500,25211,24470,31227,30415,32069,31141
3299,25237,24498,25209,24459,31220,30429,32069,31135
3300,25247,24488,25213,24466,31216,30418,32082,31134
3301,25251,24492,25224,24461,31223,30418,32077,31140
3302,25249,24501,25219,24471,31226,30423,32071,31134
3303,25243,24494,25220,24485,31222,30434,32052,31118
3304,25246,24488,25216,24473,31224,30441,32064,31112
3305,25246,24486,25217,24470,31217,30439,32064,31103
3306,25250,24476,25232,24456,31209,30419,32069,31115
3307,25234,24484,25219,24450,31209,30399,32059,31125
3308,25243,24507,25219,24460,31210,30396,32073,31124
3309,25245,24503,25218,24464,31211,30395,32073,31117
3310,25252,24498,25209,24477,31203,30407,32075,31117
3311,25247,24485,25206,24460,31196,30394,32070,31122
3312,25242,24488,25221,24460,31205,30394,32069,31125
3313,25243,24493,25221,24447,31210,30404,32069,31112
3314,25255,24482,25222,24459,31207,30409,32076,31115
