point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
10971,25252,24498,25223,24460,9352,9489,8589,9007
10972,25251,24499,25224,24470,9345,9499,8583,9013
10973,25256,24505,25219,24471,9350,9484,8584,9019
10974,25260,24502,25220,24471,9348,9478,8589,9015
10975,25255,24495,25220,24479,9346,9470,8592,9007
10976,25249,24497,25227,24473,9342,9475,8590,9010
10977,25249,24503,25233,24482,9346,9477,8584,9015
10978,25247,24503,25234,24482,9353,9483,8585,9014
10979,25247,24491,25235,24480,9354,9484,8592,9008
10980,25247,24487,25226,24468,9346,9470,8591,8997
10981,25251,24494,25226,24461,9350,9464,8583,8994
10982,25250,24516,25221,24465,9353,9466,8587,9002
10983,25249,24510,25226,24473,9349,9474,8587,9001
10984,25254,24517,25229,24465,9351,9486,8591,9001
10985,25255,24497,25227,24470,9359,9486,8596,9002
10986,25259,24489,25229,24475,9361,9489,8593,9014
10987,25256,24493,25228,24472,9359,9487,8589,8999
10988,25251,24506,25229,24477,9356,9491,8591,8982
10989,25252,24532,25233,24485,9355,9506,8592,8983
10990,25254,24531,25228,24489,9352,9495,8593,8999
10991,25259,24503,25227,24478,9345,9480,8596,8996
10992,25258,24508,25225,24478,9346,9490,8594,8997
10993,25257,24504,25221,24481,9350,9484,8589,9011
10994,25256,24502,25221,24479,9348,9482,8582,9002
10995,25261,24503,25231,24479,9351,9485,8579,8988
10996,25257,24502,25230,24472,9346,9487,8582,8991
10997,25254,24491,25228,24461,9350,9484,8586,8994
10998,25254,24500,25231,24470,9355,9478,8591,9007
10999,25259,24498,25229,24472,9355,9490,8593,9001
11000,25254,24502,25221,24475,9354,9487,8589,8989
11001,25249,24513,25221,24475,9348,9486,8588,8988
11002,25256,24502,25226,24479,9348,9485,8588,9005
11003,25256,24488,25232,24473,9358,9497,8585,9009
11004,25255,24494,25226,24470,9350,9497,8589,8991
11005,25252,24483,25220,24472,9346,9494,8591,8993
11006,25261,24477,25225,24452,9353,9494,8591,9007
11007,25262,24491,25227,24456,9358,9478,8595,8999
11008,25252,24513,25227,24460,9356,9502,8594,8989
11009,25251,24498,25228,24479,9358,9497,8596,8999
11010,25246,24502,25229,24493,9350,9494,8591,9000
11011,25248,24485,25229,24478,9345,9491,8591,8992
11012,25250,24500,25222,24487,9338,9495,8593,8996
11013,25253,24491,25227,24468,9342,9494,8593,8996
11014,25257,24492,25231,24470,9347,9499,8597,9003
11015,25259,24486,25220,24469,9352,9484,8595,8989
11016,25257,24506,25222,24463,9350,9488,8592,8992
11017,25249,24500,25225,24471,9349,9496,8591,8978
11018,25249,24517,25222,24479,9344,9500,8586,8979
11019,25252,24503,25226,24480,9348,9484,8585,8998
11020,25251,24502,25228,24471,9350,9476,8584,8987
11021,25255,24521,25223,24471,9347,9482,8590,8983
11022,25250,24512,25224,24466,9347,9477,8599,9004
11023,25246,24501,25226,24455,9348,9478,8604,9001
11024,25243,24498,25231,24461,9351,9466,8592,8985
11025,25249,24497,25227,24470,9353,9474,8587,8999
11026,25251,24497,25226,24471,9357,9491,8590,8999
11027,25255,24487,25227,24475,9357,9473,8593,9004
11028,25253,24487,25222,24475,9350,9479,8588,9003
11029,25252,24496,25221,24471,9351,9481,8591,9007
11030,25253,24491,25224,24468,9354,9477,8591,8998
11031,25257,24499,25222,24457,9352,9481,8590,8985
11032,25260,24501,25215,24463,9346,9467,8592,9000
11033,25251,24498,25219,24459,9343,9479,8591,8997
11034,25247,24506,25223,24456,9349,9496,8595,8993
11035,25254,24516,25232,24458,9351,9493,8597,8982
11036,25258,24508,25225,24466,9340,9476,8597,8998
11037,25254,24507,25226,24496,9347,9495,8590,9000
11038,25255,24519,25231,24475,9352,9504,8588,9006
11039,25253,24506,25233,24460,9346,9486,8593,9007
11040,25255,24513,25229,24491,9346,9478,8583,9013
11041,25258,24511,25225,24487,9350,9486,8586,9007
11042,25248,24508,25224,24476,9349,9493,8593,9011
11043,25254,24509,25223,24481,9346,9471,8593,9007
11044,25251,24503,25227,24498,9342,9497,8591,9003
11045,25250,24518,25228,24494,9347,9513,8588,9002
11046,25254,24512,25218,24485,9349,9505,8592,9015
11047,25251,24498,25222,24469,9354,9502,8590,9008
11048,25247,24504,25225,24456,9356,9500,8586,8999
11049,25252,24497,25227,24472,9351,9504,8589,9006
11050,25252,24487,25232,24489,9352,9495,8592,9006
11051,25253,24501,25235,24486,9355,9482,8589,9003
11052,25253,24500,25226,24479,9352,9479,8592,9000
11053,25246,24500,25223,24469,9345,9484,8587,8983
11054,25244,24502,25226,24483,9346,9481,8582,8995
11055,25248,24515,25229,24475,9347,9469,8587,8997
11056,25249,24526,25226,24469,9345,9483,8585,8994
11057,25250,24504,25227,24472,9340,9497,8590,8996
11058,25251,24495,25230,24464,9345,9495,8594,9008
11059,25254,24495,25228,24457,9357,9494,8588,8998
11060,25254,24499,25230,24455,9355,9488,8583,9007
11061,25251,24491,25228,24466,9353,9481,8591,9004
11062,25255,24490,25230,24477,9353,9486,8595,9012
11063,25260,24497,25230,24465,9358,9485,8590,9001
11064,25257,24500,25221,24468,9348,9490,8584,9001
11065,25256,24507,25222,24472,9347,9497,8589,9004
11066,25249,24507,25229,24472,9349,9498,8592,9013
11067,25248,24492,25232,24478,9353,9485,8592,8981
11068,25249,24504,25226,24470,9355,9487,8588,8985
11069,25252,24499,25229,24478,9354,9483,8582,8992
11070,25253,24495,25227,24475,9358,9477,8583,8996
11071,25253,24506,25226,24458,9361,9487,8587,8984
11072,25246,24489,25222,24460,9359,9493,8592,8983
11073,25246,24488,25226,24473,9358,9503,8589,8997
11074,25250,24495,25224,24466,9350,9502,8588,9003
11075,25248,24498,25227,24467,9354,9487,8588,9006
11076,25252,24498,25226,24470,9353,9472,8594,8997
11077,25259,24497,25225,24473,9350,9478,8594,8994
11078,25258,24496,25226,24479,9348,9490,8594,8990
11079,25255,24492,25230,24476,9348,9486,8592,8996
11080,25250,24521,25235,24474,9342,9500,8590,9001
11081,25251,24521,25226,24453,9351,9494,8594,8988
11082,25255,24517,25222,24446,9351,9497,8595,9011
11083,25258,24508,25222,24456,9349,9492,8590,9007
11084,25254,24506,25222,24464,9350,9481,8590,9004
11085,25257,24484,25217,24473,9348,9486,8587,9010
11086,25257,24481,25224,24459,9343,9487,8586,9014
11087,25254,24476,25226,24471,9347,9476,8592,8987
11088,25256,24478,25221,24482,9348,9469,8593,8994
11089,25254,24476,25222,24490,9346,9474,8584,8995
11090,25252,24491,25226,24470,9350,9472,8585,8997
11091,25254,24499,25228,24477,9353,9471,8585,9000
11092,25257,24498,25224,24470,9348,9475,8587,8996
11093,25258,24491,25222,24479,9349,9469,8590,8997
11094,25259,24496,25223,24469,9347,9490,8587,9004
11095,25260,24496,25224,24474,9354,9493,8587,9001
11096,25254,24495,25227,24463,9349,9489,8584,8999
11097,25248,24499,25225,24466,9343,9495,8589,8999
11098,25252,24508,25225,24462,9347,9497,8586,9005
11099,25253,24499,25226,24470,9354,9487,8590,8987
11100,25253,24494,25229,24461,9357,9495,8587,9001
11101,25253,24490,25233,24471,9354,9495,8592,8997
11102,25250,24487,25223,24475,9355,9498,8594,9009
11103,25252,24480,25226,24466,9355,9486,8588,9000
11104,25245,24498,25234,24464,9352,9486,8583,8990
11105,25249,24508,25234,24461,9353,9487,8582,9004
11106,25254,24496,25227,24474,9354,9488,8588,9002
11107,25251,24509,25234,24479,9353,9483,8587,8991
11108,25250,24513,25226,24465,9352,9471,8583,8991
11109,25252,24517,25222,24469,9349,9469,8593,8988
11110,25258,24513,25221,24480,9353,9468,8590,8990
11111,25263,24490,25218,24466,9349,9471,8588,8989
11112,25256,24488,25225,24463,9347,9488,8585,8985
11113,25250,24481,25227,24476,9346,9493,8587,8990
11114,25251,24483,25228,24475,9341,9505,8590,9008
11115,25255,24483,25231,24468,9345,9483,8595,9006
11116,25252,24489,25223,24484,9350,9493,8593,9008
11117,25251,24496,25227,24483,9356,9500,8589,8997
11118,25252,24494,25233,24471,9355,9497,8594,8993
11119,25248,24496,25231,24466,9350,9498,8594,8992
11120,25247,24494,25227,24484,9353,9493,8589,8998
11121,25245,24488,25228,24475,9351,9494,8587,9005
11122,25252,24497,25226,24467,9339,9489,8588,9008
11123,25253,24524,25223,24485,9342,9497,8586,8991
11124,25253,24523,25222,24479,9352,9482,8591,8993
11125,25252,24498,25222,24486,9349,9488,8586,9000
11126,25255,24502,25222,24484,9355,9488,8590,9003
11127,25252,24491,25223,24487,9354,9471,8588,8992
11128,25246,24494,25223,24467,9352,9474,8591,8994
11129,25242,24508,25225,24463,9352,9473,8590,9007
11130,25259,24497,25222,24477,9347,9494,8591,9028
11131,25268,24500,25230,24497,9348,9496,8592,9022
11132,25259,24505,25228,24477,9338,9493,8587,9001
11133,25250,24504,25229,24475,9345,9485,8594,8997
11134,25259,24510,25233,24476,9347,9484,8595,9003
11135,25264,24498,25238,24474,9348,9486,8590,8994
11136,25259,24506,25223,24461,9346,9482,8582,9005
11137,25254,24517,25219,24461,9346,9483,8587,9000
11138,25254,24507,25216,24466,9349,9494,8596,9003
11139,25256,24498,25216,24469,9360,9496,8596,9002
11140,25250,24496,25221,24472,9353,9479,8590,9002
11141,25250,24491,25218,24483,9355,9496,8591,9002
11142,25251,24491,25216,24471,9352,9519,8594,9012
11143,25258,24488,25215,24470,9354,9501,8592,9025
11144,25264,24481,25222,24458,9350,9498,8593,9016
11145,25252,24473,25219,24468,9350,9499,8591,9013
11146,25244,24489,25221,24469,9349,9507,8593,9014
11147,25254,24498,25223,24455,9353,9488,8587,9005
11148,25247,24500,25221,24464,9355,9490,8589,9016
11149,25250,24503,25223,24461,9360,9504,8589,9008
11150,25253,24506,25221,24478,9354,9501,8592,9000
11151,25257,24519,25225,24484,9355,9493,8588,8988
11152,25256,24509,25229,24458,9351,9500,8586,8998
11153,25260,24499,25229,24468,9347,9494,8588,8997
11154,25256,24503,25227,24492,9351,9483,8587,9010
11155,25248,24500,25229,24493,9354,9471,8592,9005
11156,25250,24498,25227,24491,9346,9474,8582,8995
11157,25244,24522,25230,24486,9345,9490,8582,9006
11158,25247,24535,25227,24479,9347,9501,8585,8997
11159,25249,24518,25220,24470,9348,9493,8589,8992
11160,25249,24503,25224,24472,9346,9487,8591,9001
11161,25259,24499,25226,24462,9348,9492,8593,9014
11162,25255,24512,25229,24473,9349,9498,8592,9018
11163,25258,24499,25224,24466,9343,9484,8589,8991
11164,25249,24502,25223,24466,9349,9474,8588,8996
11165,25247,24509,25217,24461,9353,9479,8588,9006
11166,25253,24509,25225,24473,9349,9471,8587,9011
11167,25257,24499,25228,24468,9349,9478,8589,9009
11168,25257,24499,25222,24482,9343,9492,8584,9012
11169,25254,24492,25225,24468,9343,9492,8589,9005
11170,25256,24491,25226,24462,9345,9497,8594,9005
11171,25253,24497,25223,24464,9351,9510,8596,9016
11172,25249,24496,25216,24456,9350,9492,8593,9016
11173,25256,24490,25216,24464,9354,9493,8590,9007
11174,25256,24505,25224,24465,9360,9486,8591,9012
11175,25250,24501,25231,24478,9356,9485,8583,8996
11176,25241,24498,25233,24464,9349,9493,8580,8994
11177,25243,24497,25227,24485,9353,9485,8588,8994
11178,25245,24492,25220,24466,9353,9505,8589,8997
11179,25257,24475,25230,24466,9353,9503,8590,9016
11180,25263,24481,25226,24465,9354,9493,8585,9021
11181,25251,24488,25230,24472,9353,9492,8589,9018
11182,25250,24495,25225,24489,9354,9503,8592,9011
11183,25249,24496,25231,24497,9354,9489,8580,8996
11184,25250,24501,25223,24493,9345,9486,8589,8991
11185,25246,24497,25223,24485,9351,9502,8597,8988
11186,25245,24501,25222,24480,9355,9492,8595,9005
11187,25253,24499,25232,24466,9351,9469,8596,9000
11188,25247,24502,25226,24468,9350,9472,8593,8998
11189,25249,24501,25221,24481,9348,9484,8589,8990
11190,25253,24491,25226,24480,9353,9509,8589,9004
11191,25254,24483,25228,24464,9348,9489,8582,8996
11192,25248,24487,25223,24463,9346,9479,8584,8997
11193,25250,24483,25221,24452,9351,9483,8583,8998
11194,25260,24486,25224,24450,9352,9492,8584,8992
11195,25255,24495,25232,24459,9352,9488,8589,8994
11196,25246,24500,25229,24464,9354,9479,8590,8998
11197,25252,24506,25228,24470,9355,9482,8592,9011
11198,25250,24510,25232,24468,9350,9491,8595,9005
11199,25249,24510,25231,24464,9352,9487,8591,9002
11200,25253,24511,25228,24467,9354,9501,8585,9004
11201,25255,24506,25226,24478,9354,9497,8587,9014
11202,25248,24500,25228,24479,9357,9490,8589,9019
11203,25253,24513,25222,24478,9353,9498,8587,9010
11204,25252,24504,25219,24471,9345,9490,8584,9008
11205,25259,24496,25223,24470,9348,9482,8583,9004
11206,25260,24504,25230,24469,9355,9476,8591,9022
11207,25259,24495,25228,24474,9357,9467,8595,9012
11208,25251,24492,25221,24488,9355,9474,8593,9012
11209,25251,24491,25222,24478,9347,9477,8587,9000
11210,25254,24498,25221,24475,9347,9488,8586,9005
11211,25254,24487,25229,24482,9339,9485,8587,9005
11212,25251,24493,25227,24474,9345,9495,8582,8996
11213,25245,24493,25225,24468,9348,9493,8588,8996
11214,25252,24492,25223,24480,9347,9508,8590,9000
11215,25252,24480,25221,24478,9347,9504,8584,8991
11216,25254,24485,25215,24485,9349,9501,8590,9003
11217,25250,24486,25222,24469,9358,9489,8593,9008
11218,25248,24489,25223,24479,9352,9492,8594,9022
11219,25255,24489,25230,24471,9345,9487,8591,9010
11220,25254,24496,25227,24455,9341,9477,8590,9005
11221,25257,24509,25219,24461,9338,9487,8598,8996
11222,25256,24510,25229,24459,9349,9490,8595,8999
11223,25253,24500,25228,24472,9352,9485,8597,8993
11224,25256,24502,25227,24468,9344,9485,8598,9005
11225,25256,24509,25231,24467,9347,9487,8594,9015
11226,25247,24509,25228,24469,9351,9503,8595,9016
11227,25254,24502,25226,24471,9352,9492,8594,9005
11228,25256,24487,25219,24468,9359,9484,8593,9005
11229,25257,24489,25216,24468,9361,9489,8594,8996
11230,25254,24501,25227,24476,9354,9494,8586,9011
11231,25247,24499,25223,24482,9353,9487,8585,9012
11232,25248,24495,25225,24482,9350,9484,8588,9005
11233,25252,24493,25225,24484,9349,9479,8589,8999
11234,25253,24501,25221,24503,9348,9480,8589,9004
11235,25253,24502,25226,24492,9348,9486,8588,8998
11236,25251,24500,25223,24481,9348,9489,8576,9010
11237,25251,24501,25224,24466,9347,9501,8581,9012
11238,25256,24488,25214,24473,9345,9507,8584,8994
11239,25252,24493,25219,24480,9350,9480,8587,8998
11240,25250,24491,25217,24477,9351,9481,8598,8999
11241,25251,24499,25221,24470,9351,9488,8594,9001
11242,25253,24506,25215,24464,9351,9498,8594,9001
11243,25248,24507,25221,24464,9360,9489,8598,8993
11244,25244,24508,25229,24463,9358,9489,8598,9000
11245,25255,24509,25236,24462,9347,9498,8598,9003
11246,25259,24500,25231,24465,9354,9491,8598,9018
11247,25252,24504,25234,24461,9351,9479,8595,9003
11248,25257,24499,25231,24468,9344,9476,8598,9005
11249,25255,24484,25229,24464,9349,9499,8589,8997
11250,25252,24503,25223,24465,9349,9487,8586,9005
11251,25252,24507,25222,24472,9352,9483,8585,8987
11252,25255,24505,25225,24475,9351,9485,8588,8990
11253,25248,24491,25225,24471,9351,9492,8592,9000
11254,25242,24497,25225,24475,9350,9500,8589,8996
11255,25250,24517,25228,24470,9348,9498,8594,8995
11256,25249,24506,25226,24473,9354,9501,8596,8992
11257,25250,24504,25223,24462,9359,9499,8596,8987
11258,25250,24506,25229,24475,9354,9499,8591,9001
11259,25256,24508,25233,24476,9356,9495,8592,8996
11260,25250,24499,25229,24479,9354,9504,8596,9001
11261,25251,24486,25222,24472,9357,9492,8591,9003
11262,25247,24494,25224,24477,9356,9479,8594,9014
11263,25255,24505,25225,24458,9356,9469,8596,9012
11264,25260,24495,25225,24454,9350,9476,8589,9006
11265,25252,24473,25226,24468,9346,9488,8590,8991
11266,25253,24480,25227,24478,9341,9494,8587,9004
11267,25258,24495,25223,24479,9346,9496,8591,8992
11268,25251,24512,25220,24471,9345,9484,8592,9006
11269,25250,24514,25222,24482,9352,9476,8586,9013
11270,25255,24515,25226,24476,9351,9492,8591,9014
11271,25253,24502,25234,24465,9356,9504,8586,9006
11272,25247,24494,25231,24476,9357,9515,8585,9005
11273,25248,24512,25226,24476,9354,9510,8588,8999
11274,25250,24519,25232,24485,9344,9511,8588,9008
11275,25246,24518,25228,24475,9341,9491,8586,9002
11276,25253,24517,25229,24465,9354,9483,8592,8996
11277,25246,24514,25225,24463,9357,9483,8591,9012
11278,25250,24507,25220,24470,9355,9483,8587,9024
11279,25259,24517,25226,24461,9358,9494,8588,9014
11280,25262,24514,25225,24474,9348,9485,8587,8996
11281,25252,24504,25222,24477,9345,9495,8593,9001
11282,25252,24502,25224,24465,9349,9502,8593,9004
11283,25253,24498,25223,24477,9351,9483,8593,8991
11284,25244,24489,25219,24478,9346,9476,8593,8997
11285,25248,24481,25224,24485,9350,9488,8586,9002
11286,25249,24481,25226,24480,9354,9498,8591,9026
11287,25257,24492,25235,24473,9354,9493,8592,9011
11288,25247,24498,25229,24474,9347,9473,8586,9002
11289,25248,24495,25226,24485,9348,9494,8588,9022
11290,25251,24507,25229,24476,9355,9500,8591,9028
11291,25253,24508,25235,24469,9344,9490,8591,9003
11292,25257,24500,25223,24462,9351,9476,8593,8992
11293,25257,24489,25222,24485,9348,9486,8594,8998
11294,25259,24489,25222,24485,9353,9503,8594,9000
11295,25254,24497,25228,24482,9352,9504,8592,9014
11296,25253,24499,25226,24482,9347,9508,8591,9011
11297,25257,24501,25222,24467,9350,9513,8590,8999
11298,25253,24492,25227,24466,9355,9510,8589,9010
11299,25252,24499,25225,24469,9356,9498,8587,9001
11300,25248,24502,25228,24461,9350,9494,8590,8983
11301,25247,24514,25223,24454,9341,9491,8588,8980
11302,25252,24500,25223,24470,9346,9495,8590,8985
11303,25262,24508,25227,24462,9347,9494,8585,8993
11304,25251,24513,25229,24460,9343,9485,8584,9001
11305,25251,24507,25226,24487,9347,9498,8588,9001
11306,25257,24508,25228,24481,9344,9509,8595,9003
11307,25262,24515,25228,24487,9342,9494,8596,9010
11308,25264,24501,25223,24491,9350,9492,8598,9012
11309,25259,24502,25214,24491,9354,9506,8599,9013
11310,25254,24497,25218,24472,9359,9517,8590,9009
11311,25253,24493,25226,24463,9354,9495,8592,8993
11312,25256,24495,25223,24451,9347,9479,8597,8998
11313,25256,24502,25226,24458,9348,9475,8596,9001
11314,25254,24494,25228,24470,9351,9470,8592,9004
11315,25257,24492,25228,24471,9352,9485,8598,8995
11316,25257,24492,25228,24471,9353,9494,8596,9011
11317,25247,24502,25217,24464,9353,9487,8599,9021
11318,25255,24497,25222,24463,9355,9498,8601,9015
11319,25253,24488,25228,24453,9351,9495,8598,9002
11320,25245,24494,25227,24447,9350,9498,8592,8991
11321,25254,24488,25222,24461,9351,9488,8598,8999
11322,25256,24493,25219,24478,9348,9483,8595,9015
11323,25256,24499,25232,24484,9348,9486,8597,8992
11324,25253,24479,25224,24474,9345,9486,8605,9014
11325,25249,24472,25225,24467,9348,9492,8600,9014
11326,25248,24487,25227,24458,9349,9503,8591,9017
11327,25252,24493,25228,24467,9349,9494,8586,9004
11328,25250,24495,25218,24475,9353,9499,8578,9003
11329,25247,24506,25220,24473,9354,9504,8581,9008
11330,25249,24502,25225,24480,9355,9516,8593,9019
11331,25258,24505,25230,24470,9352,9511,8594,9013
11332,25251,24500,25225,24456,9347,9488,8594,8999
11333,25250,24487,25217,24467,9349,9488,8591,8996
11334,25249,24490,25225,24477,9348,9494,8592,9001
11335,25256,24499,25232,24482,9348,9493,8600,9005
11336,25252,24493,25221,24484,9350,9510,8602,8994
11337,25255,24494,25228,24485,9347,9506,8589,8999
11338,25249,24502,25223,24471,9350,9502,8599,9018
11339,25255,24491,25224,24471,9352,9489,8599,9016
11340,25252,24495,25224,24465,9356,9497,8588,9013
11341,25259,24507,25223,24471,9357,9502,8592,9016
11342,25254,24497,25224,24484,9350,9519,8586,9009
11343,25255,24493,25221,24460,9349,9495,8598,9019
11344,25251,24495,25223,24461,9349,9498,8597,9016
11345,25256,24493,25231,24465,9346,9485,8590,9008
11346,25256,24494,25225,24464,9352,9493,8589,9024
11347,25252,24487,25217,24457,9357,9491,8593,9016
11348,25250,24496,25216,24463,9358,9502,8592,9009
11349,25255,24504,25228,24472,9359,9496,8594,9005
11350,25260,24506,25238,24471,9356,9506,8590,9006
11351,25256,24505,25226,24475,9356,9490,8589,9004
11352,25254,24490,25222,24473,9349,9485,8588,9016
11353,25257,24505,25226,24476,9353,9493,8595,9020
11354,25260,24503,25224,24491,9355,9494,8593,9025
11355,25253,24495,25221,24493,9347,9492,8599,9003
11356,25244,24511,25224,24484,9354,9480,8590,9001
11357,25244,24514,25224,24477,9347,9486,8593,9010
11358,25252,24507,25231,24475,9340,9499,8590,9013
11359,25253,24500,25232,24474,9357,9493,8597,9007
11360,25250,24504,25222,24465,9352,9473,8597,9009
11361,25257,24510,25228,24466,9353,9474,8600,9028
11362,25260,24512,25221,24478,9353,9482,8596,9023
11363,25264,24499,25222,24474,9353,9482,8593,9011
11364,25257,24501,25221,24461,9349,9498,8594,9006
11365,25254,24497,25221,24462,9352,9488,8596,8995
11366,25252,24500,25220,24465,9353,9479,8599,8999
11367,25250,24494,25227,24466,9347,9487,8599,9013
11368,25260,24503,25217,24467,9354,9495,8599,9019
11369,25255,24506,25227,24470,9359,9496,8599,9021
11370,25259,24518,25231,24479,9359,9488,8592,9010
11371,25253,24512,25234,24470,9358,9477,8598,8994
11372,25252,24504,25238,24471,9359,9485,8593,9006
11373,25259,24504,25237,24473,9360,9491,8589,9009
11374,25257,24500,25232,24472,9357,9502,8596,9015
11375,25250,24496,25231,24470,9360,9502,8594,9017
11376,25259,24490,25226,24477,9352,9504,8596,9004
11377,25257,24499,25217,24477,9351,9494,8593,9013
11378,25255,24498,25223,24478,9355,9493,8590,9013
11379,25255,24494,25222,24479,9359,9493,8590,9021
11380,25252,24491,25225,24477,9351,9492,8588,9009
11381,25251,24492,25227,24469,9349,9496,8600,9016
11382,25252,24490,25220,24464,9351,9498,8599,9006
11383,25255,24486,25224,24467,9350,9487,8600,8988
11384,25253,24477,25224,24477,9346,9478,8595,8991
11385,25259,24475,25226,24481,9348,9483,8594,9010
11386,25260,24490,25227,24488,9354,9488,8590,9031
11387,25257,24498,25230,24479,9354,9488,8592,9015
11388,25246,24497,25222,24482,9357,9494,8588,9011
11389,25250,24505,25223,24472,9352,9481,8588,9021
11390,25250,24505,25229,24480,9351,9494,8594,9022
11391,25255,24510,25228,24487,9357,9489,8592,9015
11392,25252,24507,25222,24489,9359,9498,8587,9001
11393,25246,24498,25225,24475,9356,9499,8588,9010
11394,25245,24495,25231,24472,9353,9500,8592,9023
11395,25253,24500,25225,24475,9346,9493,8591,9023
11396,25247,24507,25221,24470,9358,9497,8587,9015
11397,25254,24508,25228,24467,9358,9495,8582,9012
11398,25260,24494,25227,24474,9352,9491,8588,9020
11399,25254,24491,25232,24484,9353,9494,8595,9017
11400,25253,24507,25232,24488,9352,9506,8599,9005
11401,25260,24497,25229,24487,9350,9506,8593,8997
11402,25257,24508,25227,24485,9355,9512,8594,9017
11403,25252,24511,25228,24492,9342,9490,8595,9009
11404,25257,24504,25233,24473,9346,9512,8587,9010
11405,25263,24511,25223,24481,9340,9510,8584,9022
11406,25257,24501,25229,24486,9351,9505,8579,9024
11407,25245,24500,25226,24486,9358,9501,8594,9010
11408,25246,24500,25223,24483,9359,9506,8593,8992
11409,25257,24516,25223,24474,9356,9512,8593,8994
11410,25259,24499,25223,24474,9354,9493,8603,9008
11411,25259,24482,25226,24467,9346,9483,8601,9002
11412,25253,24488,25211,24466,9357,9484,8590,9007
11413,25251,24504,25219,24468,9366,9497,8591,9013
11414,25248,24491,25222,24470,9361,9503,8597,9028
11415,25252,24501,25230,24486,9361,9503,8601,9017
11416,25254,24504,25225,24480,9359,9486,8600,9007
11417,25259,24502,25225,24463,9360,9491,8591,8999
11418,25258,24500,25227,24472,9353,9499,8585,9017
11419,25255,24491,25229,24468,9352,9504,8589,9018
11420,25248,24498,25228,24466,9356,9499,8589,9002
11421,25246,24493,25229,24483,9356,9503,8593,9005
11422,25254,24489,25230,24472,9349,9502,8591,9015
11423,25261,24494,25238,24463,9356,9497,8594,9025
11424,25252,24490,25233,24457,9349,9505,8595,9007
11425,25258,24502,25224,24455,9347,9485,8592,9008
11426,25257,24518,25226,24455,9355,9485,8600,9022
11427,25257,24510,25228,24470,9350,9493,8601,9004
11428,25253,24495,25221,24476,9352,9490,8594,9002
11429,25251,24484,25224,24467,9354,9493,8587,9013
11430,25251,24484,25223,24475,9355,9493,8586,9019
11431,25250,24492,25226,24473,9350,9490,8588,9012
11432,25250,24500,25222,24468,9357,9503,8590,8996
11433,25250,24505,25219,24479,9359,9503,8596,8995
11434,25252,24509,25214,24464,9348,9504,8591,9002
11435,25252,24501,25216,24459,9351,9499,8588,8996
11436,25248,24501,25217,24477,9348,9499,8593,9003
11437,25252,24513,25222,24487,9351,9500,8591,9006
11438,25251,24511,25228,24476,9354,9497,8597,9021
11439,25257,24498,25234,24457,9353,9483,8597,9013
11440,25255,24504,25235,24463,9353,9474,8589,9011
11441,25255,24487,25228,24452,9358,9492,8588,9023
11442,25259,24485,25227,24447,9358,9503,8597,9038
11443,25261,24486,25231,24464,9355,9505,8598,9013
11444,25257,24487,25221,24479,9359,9498,8597,9012
11445,25248,24495,25227,24479,9355,9503,8597,9005
11446,25250,24496,25224,24482,9353,9503,8594,9000
11447,25252,24508,25231,24473,9348,9495,8599,8998
11448,25253,24494,25222,24481,9357,9507,8592,8998
11449,25258,24492,25222,24474,9353,9493,8597,8999
11450,25253,24500,25221,24461,9357,9500,8593,9021
11451,25253,24508,25231,24466,9353,9513,8596,9009
11452,25253,24501,25227,24474,9356,9509,8585,8990
11453,25255,24489,25225,24466,9358,9508,8593,9013
11454,25256,24481,25228,24459,9356,9511,8596,9004
11455,25253,24483,25224,24461,9354,9500,8596,8992
11456,25259,24498,25223,24460,9355,9488,8597,9006
11457,25261,24508,25230,24472,9352,9493,8593,9004
11458,25261,24510,25227,24474,9348,9495,8595,9009
11459,25265,24510,25222,24470,9350,9498,8598,9013
11460,25259,24508,25219,24455,9355,9505,8593,9013
11461,25259,24506,25223,24457,9350,9513,8588,9015
11462,25254,24500,25226,24462,9349,9507,8589,9011
11463,25251,24497,25225,24468,9352,9507,8592,9014
11464,25248,24497,25222,24468,9348,9502,8590,9028
11465,25251,24508,25226,24464,9356,9498,8601,9028
11466,25250,24505,25230,24457,9352,9504,8600,9017
11467,25251,24487,25228,24456,9355,9491,8597,9001
11468,25250,24491,25222,24476,9351,9474,8594,9003
11469,25251,24496,25230,24468,9360,9488,8601,9004
11470,25240,24482,25227,24459,9358,9498,8602,9004
11471,25255,24481,25221,24454,9358,9498,8601,8984
11472,25253,24478,25225,24468,9355,9494,8599,8982
11473,25262,24479,25231,24475,9355,9481,8603,8999
11474,25264,24492,25226,24476,9363,9480,8589,9005
11475,25262,24495,25225,24465,9360,9481,8592,9012
11476,25257,24502,25223,24473,9354,9480,8598,9027
11477,25257,24522,25223,24489,9351,9490,8597,9020
11478,25253,24522,25220,24476,9355,9482,8599,9022
11479,25254,24512,25228,24472,9360,9484,8598,9026
11480,25259,24510,25219,24469,9360,9498,8596,9018
11481,25251,24512,25217,24493,9355,9514,8595,9007
11482,25254,24518,25215,24481,9352,9520,8603,9018
11483,25254,24512,25218,24475,9351,9509,8605,8999
11484,25256,24511,25219,24469,9351,9495,8596,8989
11485,25258,24501,25225,24471,9356,9507,8597,9001
11486,25259,24496,25230,24468,9352,9518,8591,9019
11487,25255,24501,25222,24452,9348,9488,8608,9024
