point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
6068,27242,26188,26969,25659,25250,24490,25218,24481
6069,27240,26194,26952,25661,25251,24485,25228,24471
6070,27236,26194,26942,25654,25245,24495,25221,24479
6071,27230,26175,26945,25650,25241,24495,25223,24470
6072,27234,26180,26956,25657,25257,24507,25218,24474
6073,27228,26183,26949,25661,25255,24519,25220,24473
6074,27240,26187,26951,25663,25237,24510,25222,24478
6075,27235,26191,26944,25666,25248,24515,25223,24455
6076,27230,26177,26940,25654,25254,24509,25222,24457
6077,27229,26167,26949,25651,25253,24507,25217,24473
6078,27232,26182,26955,25648,25241,24501,25214,24472
6079,27226,26168,26943,25648,25246,24494,25221,24458
6080,27219,26151,26943,25639,25240,24493,25225,24463
6081,27225,26149,26943,25649,25242,24486,25220,24472
6082,27215,26151,26942,25649,25250,24495,25224,24482
6083,27218,26151,26941,25644,25253,24497,25224,24486
6084,27219,26165,26928,25661,25252,24495,25216,24461
6085,27221,26155,26922,25654,25253,24486,25216,24451
6086,27218,26153,26923,25635,25256,24495,25212,24449
6087,27214,26146,26915,25629,25249,24508,25218,24460
6088,27222,26157,26913,25634,25258,24498,25218,24453
6089,27209,26169,26916,25635,25256,24500,25223,24477
6090,27220,26172,26901,25646,25249,24513,25218,24474
6091,27225,26170,26918,25653,25252,24499,25223,24466
6092,27223,26147,26920,25636,25254,24479,25221,24460
6093,27229,26144,26910,25619,25244,24479,25220,24483
6094,27214,26135,26901,25623,25246,24483,25226,24474
6095,27210,26155,26913,25626,25257,24482,25233,24460
6096,27217,26145,26913,25622,25252,24493,25219,24455
6097,27208,26149,26918,25627,25250,24497,25226,24458
6098,27214,26143,26914,25630,25244,24496,25220,24461
6099,27205,26142,26914,25634,25247,24485,25221,24467
6100,27213,26152,26904,25642,25254,24487,25218,24467
6101,27211,26154,26896,25627,25257,24476,25221,24473
6102,27208,26138,26885,25626,25246,24489,25222,24478
6103,27209,26122,26889,25632,25252,24493,25216,24471
6104,27207,26111,26897,25619,25252,24490,25213,24491
6105,27211,26131,26890,25608,25252,24497,25219,24497
6106,27201,26129,26901,25598,25246,24494,25211,24506
6107,27207,26127,26899,25601,25248,24497,25211,24484
6108,27209,26109,26895,25611,25252,24494,25215,24464
6109,27202,26116,26902,25601,25255,24505,25223,24468
6110,27194,26107,26892,25605,25253,24524,25228,24471
6111,27188,26099,26897,25617,25247,24501,25224,24462
6112,27196,26116,26890,25612,25246,24483,25217,24462
6113,27189,26098,26887,25603,25250,24486,25225,24476
6114,27183,26087,26894,25593,25249,24494,25212,24456
6115,27182,26089,26878,25599,25243,24502,25217,24463
6116,27180,26094,26886,25602,25253,24505,25227,24462
6117,27181,26110,26875,25597,25248,24485,25228,24464
6118,27186,26115,26885,25608,25242,24469,25227,24467
6119,27184,26104,26885,25607,25251,24483,25222,24455
6120,27184,26102,26878,25582,25248,24484,25221,24465
6121,27196,26099,26875,25574,25257,24480,25218,24472
6122,27189,26117,26871,25589,25247,24485,25217,24466
6123,27186,26120,26868,25566,25253,24486,25214,24468
6124,27182,26112,26877,25569,25257,24493,25214,24470
6125,27189,26110,26877,25582,25257,24475,25226,24458
6126,27179,26106,26879,25587,25247,24471,25226,24454
6127,27179,26109,26877,25591,25245,24494,25223,24443
6128,27181,26107,26863,25582,25242,24505,25224,24457
6129,27187,26099,26865,25579,25254,24497,25222,24466
6130,27170,26101,26861,25562,25243,24500,25224,24481
6131,27173,26100,26852,25553,25250,24499,25224,24469
6132,27173,26103,26854,25552,25251,24493,25220,24462
6133,27174,26103,26854,25554,25253,24482,25219,24475
6134,27174,26096,26864,25564,25252,24493,25216,24492
6135,27180,26094,26868,25555,25245,24490,25218,24470
6136,27187,26099,26864,25545,25246,24477,25219,24462
6137,27186,26118,26857,25535,25246,24490,25226,24474
6138,27177,26126,26858,25556,25251,24507,25211,24476
6139,27177,26121,26869,25562,25253,24491,25211,24470
6140,27171,26111,26862,25559,25250,24473,25219,24461
6141,27168,26088,26856,25565,25245,24486,25221,24466
6142,27158,26100,26862,25562,25245,24485,25213,24461
6143,27165,26113,26855,25541,25251,24488,25212,24475
6144,27173,26106,26853,25530,25258,24493,25209,24463
6145,27161,26103,26856,25522,25254,24500,25219,24466
6146,27160,26098,26845,25522,25249,24506,25213,24469
6147,27150,26088,26844,25522,25250,24499,25213,24471
6148,27160,26100,26844,25548,25253,24525,25219,24459
6149,27158,26091,26846,25551,25248,24504,25215,24464
6150,27159,26089,26839,25525,25258,24493,25222,24472
6151,27158,26109,26850,25513,25249,24488,25220,24466
6152,27151,26084,26837,25515,25249,24488,25223,24465
6153,27153,26072,26843,25534,25257,24492,25223,24464
6154,27145,26078,26843,25542,25254,24501,25225,24462
6155,27151,26074,26847,25536,25255,24499,25221,24465
6156,27141,26089,26858,25517,25253,24503,25224,24471
6157,27147,26079,26843,25512,25254,24504,25218,24463
6158,27143,26071,26828,25524,25244,24489,25221,24459
6159,27142,26089,26828,25527,25245,24489,25220,24445
6160,27142,26085,26832,25519,25257,24490,25229,24458
6161,27146,26074,26832,25515,25248,24492,25218,24460
6162,27139,26090,26832,25512,25244,24498,25218,24463
6163,27138,26084,26832,25523,25241,24498,25218,24461
6164,27137,26076,26823,25534,25242,24493,25226,24462
6165,27135,26074,26822,25522,25259,24491,25231,24475
6166,27132,26070,26815,25502,25256,24490,25221,24467
6167,27136,26069,26813,25501,25248,24473,25219,24473
6168,27150,26071,26820,25500,25255,24469,25221,24471
6169,27143,26078,26817,25502,25257,24479,25220,24479
6170,27138,26069,26817,25504,25248,24493,25211,24473
6171,27128,26069,26819,25512,25249,24494,25216,24460
6172,27134,26080,26824,25505,25249,24498,25219,24467
6173,27138,26092,26817,25488,25256,24490,25225,24470
6174,27119,26085,26814,25470,25256,24491,25218,24468
6175,27119,26063,26811,25473,25256,24495,25213,24469
6176,27126,26066,26815,25496,25241,24505,25217,24488
6177,27126,26063,26814,25506,25257,24508,25215,24481
6178,27116,26058,26818,25504,25255,24509,25216,24453
6179,27114,26059,26818,25498,25251,24496,25224,24451
6180,27127,26069,26818,25505,25249,24499,25218,24470
6181,27139,26055,26806,25509,25245,24506,25214,24464
6182,27134,26049,26797,25509,25243,24505,25217,24467
6183,27138,26069,26812,25498,25254,24507,25218,24471
6184,27127,26069,26813,25492,25248,24505,25219,24467
6185,27126,26051,26811,25505,25253,24497,25219,24463
6186,27116,26056,26804,25509,25245,24490,25219,24460
6187,27106,26052,26818,25492,25247,24483,25217,24454
6188,27117,26050,26819,25489,25252,24489,25217,24479
6189,27132,26053,26818,25494,25251,24496,25216,24479
6190,27132,26039,26811,25478,25241,24477,25211,24479
6191,27120,26030,26800,25479,25245,24480,25218,24476
6192,27117,26020,26804,25477,25251,24500,25224,24472
6193,27116,26015,26812,25483,25246,24509,25224,24468
6194,27106,26025,26804,25490,25253,24512,25223,24460
6195,27097,26017,26805,25487,25242,24500,25219,24464
6196,27097,25996,26796,25476,25248,24500,25220,24459
6197,27100,25979,26790,25465,25253,24491,25222,24469
6198,27102,25978,26795,25470,25250,24497,25223,24475
6199,27102,25980,26791,25471,25256,24490,25219,24454
6200,27105,25972,26789,25473,25243,24494,25222,24451
6201,27094,25971,26788,25467,25252,24496,25228,24463
6202,27086,25971,26786,25458,25250,24497,25226,24471
6203,27099,25975,26789,25470,25251,24501,25221,24456
6204,27096,25981,26774,25458,25251,24485,25213,24472
6205,27097,25991,26781,25441,25250,24487,25221,24467
6206,27096,26002,26781,25439,25246,24491,25220,24464
6207,27105,26016,26781,25442,25250,24494,25218,24448
6208,27105,26010,26779,25439,25248,24474,25218,24450
6209,27110,26023,26790,25446,25248,24496,25231,24457
6210,27098,26011,26776,25436,25248,24503,25226,24465
6211,27090,26000,26767,25409,25252,24486,25224,24459
6212,27101,26009,26768,25403,25242,24488,25220,24458
6213,27090,25993,26759,25428,25246,24508,25215,24475
6214,27087,25997,26752,25423,25253,24507,25224,24481
6215,27086,26004,26756,25403,25254,24489,25220,24486
6216,27091,26013,26758,25404,25251,24485,25216,24468
6217,27101,26022,26757,25401,25257,24500,25215,24456
6218,27110,26009,26758,25394,25253,24508,25217,24444
6219,27107,26016,26755,25391,25251,24498,25218,24451
6220,27100,26018,26748,25383,25252,24490,25229,24448
6221,27107,26017,26736,25367,25246,24483,25229,24449
6222,27109,26023,26747,25368,25244,24487,25221,24458
6223,27101,26020,26747,25363,25253,24503,25218,24462
6224,27101,26035,26753,25361,25254,24498,25228,24468
6225,27107,26028,26752,25366,25254,24497,25230,24460
6226,27099,26028,26739,25381,25257,24502,25216,24467
6227,27098,26021,26738,25375,25255,24491,25217,24468
6228,27094,26029,26738,25368,25256,24488,25225,24468
6229,27093,26036,26749,25372,25250,24501,25220,24467
6230,27093,26023,26732,25396,25251,24503,25225,24469
6231,27091,26007,26738,25403,25252,24493,25226,24468
6232,27080,26016,26739,25414,25249,24490,25217,24455
6233,27078,26006,26742,25405,25254,24502,25215,24451
6234,27070,25986,26737,25412,25252,24498,25215,24461
6235,27084,26000,26744,25409,25251,24502,25212,24472
6236,27087,26005,26738,25416,25242,24496,25220,24484
6237,27085,25993,26741,25417,25249,24511,25220,24472
6238,27075,25980,26729,25415,25245,24498,25214,24474
6239,27067,26000,26726,25410,25245,24504,25220,24465
6240,27068,26002,26725,25419,25250,24491,25220,24464
6241,27070,25985,26730,25407,25250,24490,25226,24473
6242,27072,26001,26729,25407,25246,24480,25218,24472
6243,27077,26003,26727,25398,25255,24486,25227,24461
6244,27081,26001,26739,25403,25250,24483,25219,24463
6245,27078,25993,26738,25420,25257,24493,25225,24465
6246,27072,25986,26725,25426,25253,24504,25213,24465
6247,27057,25999,26729,25423,25245,24503,25220,24454
6248,27057,25990,26728,25413,25251,24491,25220,24461
6249,27070,25987,26740,25402,25252,24472,25226,24453
6250,27064,25994,26734,25406,25251,24473,25225,24459
6251,27074,25988,26733,25407,25255,24487,25214,24463
6252,27077,25996,26723,25408,25254,24496,25219,24459
6253,27065,25990,26722,25409,25254,24496,25220,24452
6254,27050,25991,26719,25393,25253,24502,25221,24452
6255,27049,25978,26719,25408,25248,24496,25220,24452
6256,27055,25989,26726,25398,25248,24482,25217,24438
6257,27055,25985,26732,25417,25247,24492,25221,24439
6258,27054,25986,26721,25412,25246,24491,25218,24466
6259,27047,25988,26716,25411,25248,24481,25215,24467
6260,27057,25982,26726,25408,25246,24477,25214,24479
6261,27055,25976,26721,25404,25252,24488,25214,24466
6262,27056,25971,26722,25411,25246,24497,25221,24465
6263,27049,25956,26712,25401,25246,24495,25227,24475
6264,27060,25948,26713,25392,25253,24504,25216,24476
6265,27049,25951,26710,25392,25245,24496,25220,24476
6266,27044,25956,26698,25400,25249,24499,25210,24478
6267,27037,25950,26695,25397,25249,24499,25225,24477
6268,27045,25944,26684,25388,25247,24497,25222,24476
6269,27055,25944,26712,25368,25248,24491,25219,24476
6270,27055,25947,26693,25388,25237,24478,25221,24465
6271,27051,25946,26705,25397,25247,24491,25226,24469
6272,27042,25955,26695,25394,25247,24498,25220,24479
6273,27054,25975,26698,25385,25249,24493,25228,24460
6274,27042,25958,26698,25402,25244,24504,25220,24465
6275,27043,25949,26700,25398,25249,24501,25217,24462
6276,27049,25930,26691,25395,25244,24489,25218,24476
6277,27053,25925,26700,25395,25244,24494,25224,24466
6278,27046,25950,26685,25396,25246,24501,25213,24454
6279,27044,25956,26694,25394,25251,24511,25221,24464
6280,27049,25954,26688,25386,25255,24514,25220,24465
6281,27060,25943,26678,25383,25255,24497,25211,24469
6282,27044,25936,26677,25368,25246,24499,25214,24474
6283,27035,25929,26692,25362,25253,24503,25215,24466
6284,27037,25920,26691,25368,25249,24489,25210,24465
6285,27024,25934,26680,25370,25250,24489,25219,24469
6286,27023,25936,26676,25372,25249,24496,25223,24471
6287,27030,25930,26682,25371,25256,24497,25224,24476
6288,27029,25947,26681,25369,25254,24504,25217,24481
6289,27020,25946,26676,25369,25245,24497,25214,24471
6290,27019,25909,26673,25363,25252,24498,25214,24471
6291,27009,25898,26673,25346,25245,24484,25227,24457
6292,27013,25908,26671,25367,25247,24495,25219,24458
6293,27012,25916,26676,25364,25247,24488,25223,24451
6294,27003,25915,26670,25357,25252,24485,25219,24470
6295,27008,25891,26669,25354,25250,24469,25222,24478
6296,27011,25897,26671,25359,25247,24483,25222,24469
6297,27003,25907,26673,25352,25239,24492,25220,24469
6298,27008,25903,26669,25342,25243,24493,25218,24467
6299,27004,25904,26666,25340,25247,24486,25212,24461
6300,27003,25896,26672,25355,25247,24496,25223,24462
6301,27000,25884,26657,25348,25255,24495,25222,24464
6302,27000,25884,26657,25357,25256,24494,25223,24469
6303,27000,25891,26658,25354,25261,24515,25225,24470
6304,26989,25892,26650,25333,25265,24508,25232,24478
6305,26999,25908,26651,25342,25256,24517,25226,24475
6306,27008,25909,26649,25338,25249,24507,25216,24464
6307,27005,25901,26652,25336,25255,24497,25223,24467
6308,26996,25900,26648,25339,25246,24498,25227,24460
6309,26997,25901,26657,25344,25248,24488,25221,24465
6310,26998,25896,26655,25367,25249,24484,25215,24469
6311,27008,25895,26651,25352,25251,24495,25218,24464
6312,27006,25906,26650,25323,25245,24493,25218,24469
6313,27011,25877,26638,25319,25256,24478,25225,24473
6314,26994,25891,26636,25333,25255,24499,25222,24465
6315,26994,25906,26633,25311,25254,24501,25212,24457
6316,26999,25901,26644,25321,25251,24499,25223,24451
6317,26993,25904,26643,25317,25250,24481,25227,24471
6318,26991,25888,26642,25296,25249,24482,25219,24471
6319,26988,25882,26635,25318,25257,24473,25220,24459
6320,26992,25891,26632,25349,25260,24467,25232,24460
6321,26992,25886,26639,25347,25258,24483,25230,24457
6322,26994,25903,26630,25338,25246,24486,25218,24469
6323,26993,25904,26624,25333,25245,24487,25227,24477
6324,26986,25894,26628,25334,25252,24479,25229,24470
6325,26997,25902,26630,25325,25255,24484,25226,24464
6326,26983,25890,26626,25336,25252,24500,25224,24484
6327,26986,25885,26628,25349,25248,24499,25225,24472
6328,26978,25896,26622,25336,25248,24481,25222,24459
6329,26987,25907,26626,25322,25248,24484,25226,24455
6330,26990,25892,26624,25331,25248,24499,25224,24463
6331,26983,25894,26627,25336,25254,24489,25224,24466
6332,26980,25894,26627,25336,25246,24493,25219,24451
6333,26984,25895,26628,25315,25248,24483,25218,24464
6334,26973,25894,26618,25305,25251,24512,25214,24465
6335,26972,25891,26621,25300,25244,24503,25226,24471
6336,26980,25911,26614,25309,25238,24486,25224,24472
6337,26987,25902,26613,25311,25245,24487,25226,24457
6338,26984,25895,26609,25332,25243,24488,25219,24472
6339,26983,25892,26603,25323,25251,24498,25216,24466
6340,26980,25900,26606,25314,25258,24507,25217,24472
6341,26975,25895,26609,25313,25250,24499,25219,24482
6342,26968,25875,26604,25304,25250,24498,25209,24475
6343,26975,25879,26604,25317,25256,24487,25213,24450
6344,26970,25885,26600,25320,25258,24487,25218,24454
6345,26967,25895,26604,25308,25241,24501,25226,24477
6346,26955,25877,26597,25309,25252,24509,25224,24463
6347,26970,25865,26604,25306,25247,24495,25226,24456
6348,26968,25876,26605,25308,25250,24491,25221,24469
6349,26968,25907,26597,25305,25257,24505,25223,24464
6350,26958,25908,26593,25298,25250,24512,25220,24462
6351,26961,25890,26592,25300,25254,24505,25224,24469
6352,26960,25869,26592,25314,25257,24505,25224,24468
6353,26962,25875,26599,25307,25254,24506,25231,24483
6354,26949,25897,26591,25288,25246,24502,25225,24474
6355,26965,25892,26589,25289,25238,24492,25221,24469
6356,26955,25883,26594,25287,25244,24490,25225,24475
6357,26943,25876,26581,25279,25244,24509,25232,24461
6358,26941,25883,26577,25279,25249,24509,25228,24465
6359,26960,25879,26585,25258,25242,24515,25221,24462
6360,26960,25860,26577,25268,25242,24518,25223,24452
6361,26959,25881,26582,25291,25242,24509,25226,24460
6362,26955,25872,26581,25311,25243,24505,25225,24476
6363,26951,25874,26573,25305,25250,24496,25222,24482
6364,26951,25888,26572,25300,25250,24499,25218,24474
6365,26950,25886,26578,25299,25258,24492,25230,24468
6366,26947,25863,26574,25284,25250,24483,25229,24461
6367,26949,25857,26569,25273,25256,24479,25223,24470
6368,26946,25850,26568,25285,25251,24490,25223,24461
6369,26956,25839,26566,25284,25254,24492,25220,24462
6370,26947,25857,26569,25286,25254,24490,25223,24460
6371,26939,25865,26568,25263,25256,24489,25222,24457
6372,26951,25859,26566,25267,25256,24481,25220,24467
6373,26943,25857,26572,25260,25252,24492,25225,24454
6374,26938,25852,26572,25275,25251,24498,25219,24458
6375,26937,25845,26568,25274,25249,24499,25225,24450
6376,26933,25842,26572,25279,25253,24500,25222,24446
6377,26938,25835,26557,25265,25251,24492,25225,24463
6378,26938,25841,26552,25261,25245,24490,25224,24477
6379,26933,25824,26554,25256,25249,24497,25225,24465
6380,26935,25819,26561,25263,25255,24504,25223,24459
6381,26943,25798,26551,25265,25252,24485,25213,24453
6382,26935,25810,26560,25239,25258,24487,25219,24444
6383,26920,25814,26546,25249,25252,24481,25224,24450
6384,26926,25806,26545,25246,25254,24494,25220,24463
6385,26925,25791,26551,25262,25251,24494,25227,24472
6386,26919,25772,26548,25259,25250,24495,25225,24466
6387,26925,25768,26546,25257,25248,24498,25219,24473
6388,26919,25770,26537,25243,25248,24498,25229,24477
6389,26919,25773,26545,25243,25249,24483,25224,24457
6390,26924,25762,26532,25247,25243,24500,25223,24446
6391,26916,25775,26532,25223,25246,24495,25222,24454
6392,26903,25771,26543,25208,25260,24494,25224,24473
6393,26898,25788,26547,25221,25258,24490,25223,24461
6394,26911,25787,26538,25224,25252,24493,25218,24454
6395,26912,25782,26528,25219,25252,24502,25225,24445
6396,26920,25779,26536,25234,25248,24497,25219,24458
6397,26914,25784,26540,25224,25250,24503,25219,24457
6398,26906,25792,26532,25215,25245,24497,25215,24452
6399,26901,25782,26526,25209,25250,24490,25218,24474
6400,26911,25782,26524,25231,25250,24496,25224,24479
6401,26910,25791,26516,25235,25253,24497,25222,24480
6402,26910,25791,26520,25223,25252,24499,25218,24478
6403,26911,25804,26526,25214,25255,24500,25225,24467
6404,26910,25814,26524,25206,25248,24500,25230,24465
6405,26907,25823,26515,25217,25259,24494,25222,24473
6406,26901,25815,26518,25213,25254,24495,25214,24478
6407,26902,25808,26522,25207,25248,24477,25220,24484
6408,26915,25798,26524,25200,25248,24475,25224,24473
6409,26913,25794,26517,25170,25260,24491,25221,24481
6410,26900,25797,26509,25171,25256,24499,25220,24480
6411,26898,25797,26508,25190,25260,24483,25225,24476
6412,26909,25817,26509,25195,25257,24505,25216,24477
6413,26914,25807,26512,25192,25254,24505,25215,24465
6414,26903,25799,26511,25201,25246,24519,25213,24471
6415,26898,25805,26519,25187,25256,24495,25221,24483
6416,26896,25794,26522,25180,25257,24493,25220,24484
6417,26906,25797,26516,25194,25253,24491,25222,24469
6418,26911,25811,26510,25205,25249,24485,25218,24473
6419,26897,25791,26508,25202,25245,24496,25223,24466
6420,26906,25787,26516,25193,25248,24498,25223,24463
6421,26892,25781,26510,25199,25253,24496,25219,24452
6422,26886,25794,26509,25193,25250,24499,25220,24465
6423,26893,25791,26499,25199,25247,24485,25223,24474
6424,26890,25801,26499,25192,25250,24484,25217,24463
6425,26888,25799,26504,25180,25251,24489,25227,24463
6426,26894,25801,26497,25182,25248,24499,25215,24476
6427,26890,25800,26492,25177,25251,24507,25214,24464
6428,26887,25798,26499,25173,25257,24496,25215,24459
6429,26898,25781,26495,25168,25255,24508,25220,24455
6430,26897,25788,26501,25170,25250,24506,25219,24459
6431,26898,25801,26496,25180,25256,24503,25223,24466
6432,26885,25797,26492,25174,25255,24502,25212,24468
6433,26884,25788,26487,25178,25260,24499,25212,24484
6434,26878,25784,26476,25166,25259,24488,25222,24471
6435,26875,25785,26476,25166,25254,24485,25225,24458
6436,26871,25792,26478,25161,25253,24505,25229,24454
6437,26880,25791,26474,25155,25258,24491,25227,24473
6438,26878,25774,26481,25161,25254,24487,25216,24476
6439,26877,25767,26488,25175,25247,24492,25219,24485
6440,26875,25781,26488,25157,25252,24502,25221,24485
6441,26867,25782,26483,25170,25254,24504,25227,24472
6442,26864,25780,26474,25159,25251,24498,25215,24464
6443,26860,25761,26482,25168,25247,24503,25219,24475
6444,26875,25758,26473,25152,25252,24499,25222,24468
6445,26866,25753,26479,25165,25252,24483,25218,24467
6446,26855,25742,26478,25143,25245,24487,25213,24455
6447,26857,25730,26464,25136,25249,24492,25214,24457
6448,26858,25749,26457,25153,25249,24494,25220,24469
6449,26851,25732,26472,25149,25249,24494,25220,24469
6450,26849,25742,26466,25128,25248,24509,25225,24472
6451,26868,25750,26471,25133,25251,24512,25225,24474
6452,26854,25741,26461,25121,25254,24508,25224,24479
6453,26860,25736,26455,25100,25254,24502,25222,24492
6454,26861,25737,26458,25114,25256,24516,25219,24504
6455,26854,25738,26454,25125,25249,24507,25224,24503
6456,26850,25751,26453,25114,25244,24505,25225,24487
6457,26850,25741,26454,25118,25250,24504,25227,24482
6458,26855,25731,26453,25118,25253,24494,25219,24483
6459,26854,25729,26448,25114,25244,24491,25221,24473
6460,26847,25737,26449,25120,25248,24504,25223,24479
6461,26843,25739,26449,25107,25250,24503,25222,24479
6462,26852,25729,26450,25098,25243,24495,25221,24473
6463,26851,25723,26453,25094,25248,24510,25221,24472
6464,26846,25731,26438,25080,25248,24504,25223,24471
6465,26846,25724,26438,25065,25249,24506,25222,24473
6466,26850,25721,26434,25053,25246,24509,25222,24464
6467,26844,25728,26429,25050,25247,24512,25222,24457
6468,26848,25739,26436,25056,25253,24510,25221,24464
6469,26847,25725,26435,25048,25254,24511,25229,24458
6470,26836,25738,26429,25050,25247,24505,25224,24466
6471,26829,25728,26428,25046,25254,24489,25221,24464
6472,26823,25712,26434,25043,25246,24503,25223,24453
6473,26824,25705,26439,25035,25244,24500,25218,24446
6474,26823,25697,26444,25038,25246,24489,25217,24455
6475,26820,25694,26443,25049,25252,24491,25232,24459
6476,26823,25690,26436,25076,25256,24479,25226,24465
6477,26828,25690,26431,25082,25244,24495,25218,24473
6478,26831,25658,26431,25074,25247,24489,25220,24465
6479,26829,25660,26438,25071,25249,24490,25222,24447
6480,26823,25683,26430,25088,25251,24486,25222,24461
6481,26823,25701,26435,25089,25253,24496,25223,24483
6482,26828,25696,26432,25085,25251,24498,25219,24475
6483,26824,25693,26422,25079,25244,24490,25224,24466
6484,26828,25705,26415,25095,25242,24494,25220,24474
6485,26825,25690,26407,25097,25251,24482,25220,24472
6486,26820,25696,26413,25099,25246,24468,25217,24461
6487,26820,25699,26419,25093,25250,24475,25220,24472
6488,26819,25694,26417,25083,25244,24494,25219,24466
6489,26819,25687,26419,25085,25242,24500,25219,24472
6490,26812,25687,26417,25086,25250,24488,25219,24478
6491,26812,25700,26415,25082,25254,24479,25219,24467
6492,26814,25703,26419,25080,25248,24492,25226,24481
6493,26810,25702,26414,25070,25244,24511,25232,24470
6494,26805,25692,26415,25074,25244,24502,25225,24483
6495,26806,25696,26409,25082,25262,24491,25222,24467
6496,26808,25677,26407,25069,25263,24501,25212,24465
6497,26808,25678,26406,25074,25257,24505,25216,24468
6498,26804,25677,26404,25083,25251,24495,25215,24467
6499,26812,25701,26415,25105,25247,24487,25221,24469
6500,26819,25692,26411,25096,25251,24494,25226,24483
6501,26818,25695,26404,25091,25255,24496,25223,24478
6502,26800,25687,26407,25102,25253,24491,25211,24452
6503,26791,25685,26403,25098,25252,24501,25211,24462
6504,26804,25697,26408,25093,25252,24496,25216,24473
6505,26809,25706,26412,25102,25251,24493,25220,24478
6506,26815,25695,26418,25112,25241,24493,25221,24474
6507,26798,25690,26410,25114,25245,24501,25230,24491
6508,26807,25679,26407,25134,25246,24504,25226,24491
6509,26807,25679,26401,25114,25250,24502,25226,24473
6510,26801,25684,26391,25088,25247,24493,25220,24464
6511,26802,25671,26397,25078,25253,24491,25229,24459
6512,26803,25660,26400,25084,25255,24483,25225,24463
6513,26796,25676,26402,25081,25258,24481,25223,24464
6514,26787,25684,26412,25071,25254,24490,25228,24471
6515,26804,25672,26408,25078,25252,24489,25227,24475
6516,26791,25673,26404,25096,25245,24488,25219,24464
6517,26795,25676,26406,25095,25253,24508,25221,24462
6518,26785,25668,26402,25082,25249,24502,25215,24463
6519,26776,25667,26400,25080,25251,24482,25222,24441
6520,26778,25681,26394,25087,25256,24487,25223,24459
6521,26781,25669,26397,25083,25254,24490,25223,24455
6522,26774,25675,26398,25086,25246,24501,25222,24458
6523,26783,25672,26398,25060,25240,24486,25214,24461
6524,26778,25663,26401,25068,25249,24477,25224,24472
6525,26774,25677,26399,25084,25254,24497,25226,24474
6526,26771,25676,26382,25061,25246,24501,25217,24483
6527,26770,25655,26374,25064,25246,24479,25219,24475
6528,26780,25662,26374,25065,25248,24477,25220,24465
6529,26782,25684,26379,25074,25249,24476,25217,24452
6530,26778,25679,26378,25070,25249,24487,25225,24466
6531,26775,25669,26376,25067,25253,24498,25224,24466
6532,26776,25662,26379,25065,25252,24500,25219,24470
6533,26776,25664,26372,25065,25251,24499,25219,24471
6534,26761,25680,26372,25053,25247,24510,25219,24476
6535,26765,25677,26376,25056,25248,24492,25223,24479
6536,26767,25679,26370,25046,25250,24482,25221,24483
6537,26780,25664,26372,25058,25250,24489,25229,24475
6538,26778,25669,26367,25042,25243,24507,25220,24471
6539,26771,25660,26365,25036,25244,24501,25221,24479
6540,26759,25663,26360,25042,25249,24496,25225,24479
6541,26763,25659,26362,25052,25252,24500,25222,24482
6542,26760,25663,26355,25061,25253,24502,25227,24487
6543,26762,25658,26366,25058,25254,24504,25227,24480
6544,26770,25654,26368,25046,25247,24511,25227,24483
6545,26767,25647,26366,25017,25246,24504,25221,24477
6546,26757,25657,26359,25017,25244,24496,25212,24468
6547,26750,25659,26348,25049,25250,24482,25210,24471
6548,26749,25661,26350,25051,25259,24489,25218,24489
6549,26757,25653,26360,25036,25256,24491,25221,24485
6550,26750,25660,26355,25035,25250,24500,25214,24485
6551,26754,25648,26350,25036,25256,24489,25216,24461
6552,26754,25636,26352,25045,25249,24501,25217,24470
6553,26751,25638,26355,25042,25252,24503,25223,24479
6554,26744,25643,26348,25033,25246,24506,25227,24475
6555,26752,25645,26345,25030,25250,24502,25225,24467
6556,26763,25645,26350,25037,25250,24502,25220,24465
6557,26755,25640,26347,25051,25249,24496,25219,24470
6558,26741,25644,26340,25052,25247,24497,25210,24464
6559,26747,25627,26347,25042,25252,24494,25211,24462
6560,26752,25624,26350,25050,25246,24499,25212,24457
6561,26749,25620,26344,25042,25251,24479,25216,24451
6562,26741,25614,26337,25036,25250,24487,25216,24458
6563,26740,25616,26342,25043,25247,24487,25221,24455
6564,26737,25613,26343,25040,25250,24496,25220,24455
6565,26727,25606,26346,25043,25246,24492,25227,24465
6566,26730,25612,26337,25036,25249,24502,25221,24477
6567,26726,25602,26329,25041,25252,24506,25214,24472
6568,26726,25608,26331,25043,25256,24494,25217,24462
6569,26726,25623,26331,25045,25255,24499,25225,24473
6570,26726,25620,26331,25047,25255,24490,25223,24468
6571,26730,25605,26333,25034,25256,24514,25230,24465
6572,26726,25594,26325,25035,25258,24513,25219,24468
6573,26717,25588,26327,25016,25256,24499,25222,24458
6574,26725,25585,26330,25029,25250,24491,25224,24460
6575,26731,25595,26326,25047,25242,24503,25228,24464
6576,26722,25591,26326,25044,25243,24497,25223,24459
6577,26712,25564,26326,25042,25250,24483,25222,24455
6578,26706,25550,26327,25019,25243,24484,25220,24465
6579,26715,25553,26332,25028,25249,24496,25226,24471
6580,26714,25546,26337,25029,25250,24510,25217,24471
6581,26706,25545,26325,25028,25253,24501,25219,24462
6582,26700,25546,26319,25016,25247,24505,25214,24452
6583,26711,25537,26323,25038,25254,24512,25215,24462
6584,26706,25541,26324,25025,25250,24503,25222,24466
