point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
4031,29653,28679,31072,30008,25253,24507,25218,24466
4032,29650,28687,31078,29988,25249,24515,25218,24463
4033,29648,28695,31084,29998,25248,24508,25218,24469
4034,29648,28668,31073,29975,25252,24501,25219,24476
4035,29644,28666,31071,29967,25250,24488,25219,24464
4036,29649,28681,31065,29962,25250,24483,25218,24457
4037,29648,28681,31057,29928,25253,24490,25220,24462
4038,29646,28680,31048,29925,25250,24494,25223,24455
4039,29643,28674,31049,29914,25246,24498,25221,24454
4040,29639,28673,31053,29922,25245,24498,25223,24462
4041,29639,28689,31054,29953,25247,24490,25222,24448
4042,29642,28692,31061,29969,25243,24481,25221,24463
4043,29645,28683,31067,29980,25241,24495,25222,24458
4044,29642,28694,31077,29999,25246,24495,25226,24444
4045,29635,28680,31074,29990,25250,24474,25225,24456
4046,29623,28672,31058,29985,25251,24481,25220,24467
4047,29625,28672,31057,30002,25246,24491,25216,24471
4048,29634,28669,31067,30014,25244,24497,25219,24487
4049,29633,28668,31062,30005,25242,24506,25218,24466
4050,29624,28680,31059,30007,25242,24498,25217,24463
4051,29629,28668,31057,30001,25247,24485,25218,24454
4052,29630,28656,31059,30006,25252,24490,25217,24468
4053,29630,28662,31059,30019,25252,24489,25216,24452
4054,29627,28675,31064,30020,25252,24498,25217,24471
4055,29620,28686,31054,30009,25244,24493,25218,24474
4056,29612,28688,31046,30004,25242,24485,25220,24459
4057,29609,28685,31048,30010,25243,24489,25217,24449
4058,29608,28667,31052,30032,25238,24488,25212,24456
4059,29604,28663,31054,30017,25239,24500,25211,24470
4060,29603,28660,31057,30006,25246,24490,25222,24470
4061,29605,28673,31057,30007,25247,24484,25222,24489
4062,29611,28662,31054,30001,25248,24497,25224,24481
4063,29609,28652,31046,29997,25248,24492,25225,24468
4064,29595,28650,31042,30001,25251,24500,25224,24453
4065,29594,28662,31044,29994,25252,24492,25222,24438
4066,29598,28644,31044,30000,25248,24476,25225,24449
4067,29604,28649,31041,29997,25244,24485,25218,24465
4068,29604,28643,31043,29994,25241,24478,25211,24462
4069,29604,28658,31042,30004,25240,24484,25211,24467
4070,29604,28660,31037,30016,25243,24495,25211,24459
4071,29598,28666,31040,30006,25238,24509,25213,24461
4072,29594,28657,31038,29997,25241,24496,25215,24477
4073,29594,28644,31032,29995,25242,24482,25220,24477
4074,29593,28650,31031,30003,25238,24474,25224,24479
4075,29590,28642,31030,30018,25238,24491,25220,24473
4076,29591,28657,31031,30008,25244,24503,25219,24471
4077,29590,28648,31023,29993,25247,24501,25225,24468
4078,29591,28639,31019,29982,25250,24494,25222,24466
4079,29588,28646,31014,29959,25249,24489,25218,24460
4080,29588,28647,31011,29948,25244,24483,25221,24455
4081,29583,28632,31011,29980,25247,24495,25223,24459
4082,29583,28626,31014,29982,25253,24495,25218,24456
4083,29583,28618,31007,29977,25252,24482,25216,24449
4084,29586,28620,31012,29976,25249,24475,25215,24452
4085,29584,28614,31017,29965,25247,24476,25214,24456
4086,29579,28608,31014,29964,25243,24479,25220,24485
4087,29577,28616,31016,29948,25245,24474,25216,24478
4088,29583,28624,31011,29963,25253,24491,25210,24481
4089,29587,28633,31008,29961,25255,24491,25218,24477
4090,29583,28629,31009,29962,25252,24485,25226,24487
4091,29580,28635,31005,29958,25252,24479,25223,24480
4092,29579,28645,31001,29956,25252,24482,25221,24468
4093,29575,28642,31000,29968,25249,24491,25220,24463
4094,29567,28632,30993,29967,25254,24495,25221,24458
4095,29560,28596,30989,29954,25250,24485,25216,24467
4096,29555,28604,30995,29938,25241,24499,25223,24477
4097,29555,28614,30996,29928,25247,24488,25227,24467
4098,29563,28613,30992,29914,25250,24491,25222,24456
4099,29566,28624,30996,29931,25247,24484,25221,24448
4100,29568,28613,31004,29940,25249,24486,25217,24448
4101,29567,28618,30998,29945,25249,24484,25219,24465
4102,29566,28621,30996,29932,25247,24500,25221,24465
4103,29558,28613,30991,29936,25247,24498,25217,24466
4104,29557,28607,30991,29932,25247,24510,25220,24462
4105,29559,28600,30991,29936,25249,24514,25221,24455
4106,29552,28608,30981,29933,25253,24507,25224,24471
4107,29543,28599,30968,29917,25252,24500,25222,24481
4108,29543,28596,30970,29934,25252,24502,25223,24485
4109,29556,28581,30975,29917,25248,24494,25221,24471
4110,29556,28577,30981,29907,25240,24479,25222,24458
4111,29541,28585,30979,29894,25242,24478,25222,24451
4112,29546,28600,30975,29888,25247,24490,25228,24451
4113,29556,28590,30967,29886,25247,24497,25224,24469
4114,29545,28573,30955,29892,25250,24494,25219,24473
4115,29539,28573,30956,29898,25250,24479,25220,24473
4116,29540,28585,30966,29887,25251,24480,25226,24462
4117,29553,28572,30962,29882,25255,24476,25220,24466
4118,29550,28568,30966,29889,25254,24496,25219,24473
4119,29533,28567,30962,29879,25243,24479,25216,24471
4120,29536,28582,30959,29875,25252,24485,25213,24453
4121,29545,28572,30956,29881,25255,24493,25214,24443
4122,29533,28574,30955,29869,25248,24495,25217,24454
4123,29515,28556,30944,29883,25246,24480,25217,24455
4124,29515,28548,30945,29871,25251,24479,25215,24443
4125,29527,28554,30950,29865,25252,24483,25218,24442
4126,29533,28550,30946,29852,25254,24495,25221,24450
4127,29525,28541,30940,29855,25249,24506,25219,24460
4128,29519,28529,30935,29845,25246,24496,25218,24467
4129,29522,28529,30936,29843,25242,24488,25220,24462
4130,29520,28526,30932,29844,25242,24490,25221,24458
4131,29509,28527,30923,29851,25248,24496,25219,24466
4132,29508,28533,30941,29857,25249,24492,25220,24474
4133,29504,28517,30943,29843,25243,24484,25220,24469
4134,29506,28517,30931,29849,25245,24498,25218,24489
4135,29509,28526,30931,29869,25249,24504,25220,24478
4136,29507,28509,30930,29871,25250,24496,25219,24471
4137,29513,28512,30923,29866,25252,24495,25214,24478
4138,29518,28520,30924,29849,25250,24489,25220,24476
4139,29518,28522,30927,29843,25249,24481,25216,24471
4140,29512,28528,30934,29861,25252,24480,25210,24461
4141,29501,28523,30930,29868,25250,24490,25219,24463
4142,29493,28513,30918,29857,25245,24490,25222,24444
4143,29498,28533,30910,29846,25239,24482,25220,24457
4144,29502,28519,30914,29845,25246,24490,25222,24465
4145,29498,28503,30916,29840,25249,24489,25221,24481
4146,29494,28503,30914,29833,25244,24494,25221,24500
4147,29488,28520,30912,29842,25243,24489,25217,24481
4148,29488,28506,30920,29854,25246,24482,25217,24461
4149,29490,28495,30933,29853,25253,24491,25219,24462
4150,29493,28513,30927,29848,25253,24497,25213,24470
4151,29492,28508,30914,29829,25249,24491,25207,24479
4152,29487,28508,30903,29836,25242,24483,25212,24476
4153,29486,28505,30909,29829,25243,24481,25219,24466
4154,29481,28494,30912,29816,25250,24498,25226,24478
4155,29482,28493,30898,29817,25250,24488,25220,24459
4156,29484,28481,30893,29826,25251,24485,25215,24452
4157,29482,28484,30897,29810,25248,24487,25220,24455
4158,29484,28495,30899,29815,25246,24492,25219,24471
4159,29482,28481,30906,29821,25246,24485,25220,24474
4160,29477,28473,30902,29824,25246,24484,25222,24470
4161,29477,28468,30896,29827,25251,24481,25223,24452
4162,29469,28487,30892,29831,25250,24494,25221,24452
4163,29463,28489,30892,29815,25245,24490,25215,24462
4164,29457,28488,30897,29827,25248,24493,25215,24482
4165,29458,28478,30901,29843,25247,24483,25218,24487
4166,29469,28492,30898,29846,25246,24481,25215,24472
4167,29470,28494,30886,29845,25244,24479,25214,24458
4168,29473,28495,30884,29845,25240,24477,25222,24460
4169,29475,28486,30891,29830,25239,24484,25226,24467
4170,29466,28489,30887,29813,25243,24495,25224,24476
4171,29460,28477,30876,29807,25250,24491,25223,24456
4172,29462,28480,30879,29807,25248,24484,25219,24441
4173,29460,28479,30870,29809,25242,24486,25214,24448
4174,29451,28465,30872,29796,25240,24485,25218,24465
4175,29447,28456,30886,29801,25247,24475,25223,24471
4176,29457,28455,30884,29812,25249,24478,25223,24465
4177,29463,28452,30878,29803,25256,24486,25222,24482
4178,29459,28471,30869,29798,25249,24485,25217,24458
4179,29452,28461,30857,29809,25241,24489,25215,24458
4180,29452,28449,30864,29805,25243,24490,25215,24462
4181,29447,28436,30873,29800,25248,24502,25218,24459
4182,29444,28423,30863,29779,25245,24522,25222,24477
4183,29443,28439,30853,29792,25239,24501,25219,24467
4184,29446,28442,30854,29797,25242,24503,25210,24458
4185,29444,28438,30857,29782,25248,24479,25215,24451
4186,29444,28427,30859,29798,25249,24479,25213,24448
4187,29441,28421,30860,29805,25243,24494,25217,24459
4188,29437,28418,30865,29802,25244,24499,25214,24476
4189,29427,28419,30860,29803,25245,24503,25211,24473
4190,29420,28410,30855,29789,25248,24492,25215,24469
4191,29427,28418,30851,29797,25247,24487,25217,24462
4192,29421,28400,30849,29776,25243,24495,25217,24434
4193,29414,28377,30851,29766,25242,24491,25216,24455
4194,29417,28385,30843,29769,25247,24498,25217,24461
4195,29415,28382,30834,29768,25248,24498,25216,24455
4196,29415,28374,30834,29765,25248,24479,25219,24460
4197,29413,28376,30825,29777,25242,24483,25220,24463
4198,29417,28382,30816,29775,25246,24495,25218,24465
4199,29417,28369,30814,29773,25244,24480,25217,24471
4200,29411,28368,30823,29764,25246,24488,25222,24469
4201,29404,28369,30832,29756,25252,24482,25223,24465
4202,29403,28363,30832,29749,25242,24479,25220,24446
4203,29405,28352,30831,29754,25237,24494,25219,24447
4204,29412,28351,30835,29765,25246,24510,25220,24453
4205,29417,28363,30835,29759,25254,24506,25222,24455
4206,29419,28369,30827,29739,25249,24492,25219,24466
4207,29415,28365,30824,29747,25250,24480,25219,24460
4208,29411,28353,30819,29734,25253,24475,25223,24455
4209,29405,28359,30812,29733,25250,24497,25218,24461
4210,29405,28372,30804,29720,25246,24494,25221,24470
4211,29406,28380,30804,29723,25245,24486,25222,24467
4212,29404,28402,30805,29721,25245,24470,25214,24481
4213,29408,28408,30798,29723,25250,24482,25213,24487
4214,29414,28399,30804,29716,25255,24493,25218,24487
4215,29416,28395,30812,29707,25252,24484,25220,24461
4216,29413,28394,30811,29697,25245,24486,25220,24467
4217,29415,28387,30814,29700,25246,24481,25219,24469
4218,29405,28397,30810,29711,25250,24485,25217,24466
4219,29394,28387,30806,29706,25246,24482,25212,24456
4220,29395,28388,30805,29691,25240,24469,25218,24462
4221,29391,28399,30798,29660,25245,24460,25221,24470
4222,29392,28387,30788,29643,25252,24487,25221,24476
4223,29391,28380,30794,29635,25256,24493,25226,24467
4224,29390,28368,30803,29643,25253,24496,25222,24476
4225,29389,28382,30803,29649,25245,24506,25217,24493
4226,29385,28385,30802,29664,25244,24500,25216,24480
4227,29381,28393,30801,29674,25244,24502,25221,24466
4228,29383,28388,30801,29693,25245,24482,25225,24461
4229,29392,28378,30795,29692,25247,24481,25223,24454
4230,29388,28367,30790,29693,25248,24480,25216,24450
4231,29383,28363,30795,29684,25246,24488,25213,24457
4232,29388,28382,30793,29692,25254,24495,25217,24476
4233,29388,28371,30789,29701,25257,24504,25221,24456
4234,29382,28361,30787,29695,25246,24501,25227,24456
4235,29377,28376,30777,29691,25242,24504,25222,24457
4236,29375,28384,30771,29682,25248,24504,25219,24457
4237,29374,28388,30766,29695,25250,24503,25215,24455
4238,29377,28381,30775,29697,25252,24496,25212,24463
4239,29380,28377,30773,29698,25254,24495,25220,24464
4240,29379,28387,30765,29703,25252,24493,25223,24475
4241,29377,28386,30767,29722,25244,24482,25221,24469
4242,29375,28376,30772,29727,25246,24490,25213,24472
4243,29372,28369,30771,29714,25244,24479,25211,24454
4244,29372,28358,30777,29706,25244,24479,25225,24466
4245,29377,28352,30781,29697,25248,24492,25225,24462
4246,29376,28358,30770,29700,25246,24479,25220,24452
4247,29369,28367,30762,29697,25247,24474,25217,24451
4248,29371,28365,30762,29696,25245,24483,25221,24461
4249,29365,28378,30768,29688,25243,24480,25222,24451
4250,29368,28369,30767,29675,25245,24474,25224,24454
4251,29366,28370,30764,29674,25246,24476,25224,24456
4252,29360,28367,30761,29681,25245,24493,25216,24461
4253,29357,28361,30762,29696,25246,24491,25213,24468
4254,29350,28352,30760,29687,25249,24484,25221,24462
4255,29343,28355,30754,29673,25250,24497,25216,24465
4256,29348,28346,30749,29684,25253,24492,25215,24467
4257,29351,28339,30746,29687,25247,24482,25220,24464
4258,29343,28329,30749,29690,25247,24476,25223,24456
4259,29341,28357,30744,29690,25247,24469,25225,24451
4260,29340,28356,30740,29675,25245,24474,25220,24447
4261,29336,28350,30744,29683,25248,24490,25220,24464
4262,29330,28339,30743,29681,25247,24510,25218,24467
4263,29326,28327,30743,29676,25243,24507,25219,24460
4264,29328,28320,30742,29671,25248,24501,25218,24463
4265,29329,28330,30741,29663,25252,24501,25220,24457
4266,29328,28342,30739,29653,25246,24496,25223,24465
4267,29326,28329,30734,29668,25240,24502,25215,24465
4268,29329,28344,30731,29661,25241,24498,25211,24461
4269,29328,28348,30733,29648,25247,24501,25218,24461
4270,29324,28340,30732,29641,25253,24493,25221,24462
4271,29319,28331,30725,29633,25252,24487,25225,24452
4272,29316,28315,30728,29644,25251,24485,25222,24449
4273,29318,28319,30734,29623,25248,24479,25215,24461
4274,29328,28323,30728,29624,25246,24483,25220,24468
4275,29326,28316,30721,29633,25246,24510,25220,24460
4276,29313,28325,30719,29636,25246,24504,25215,24455
4277,29316,28319,30718,29632,25245,24506,25217,24466
4278,29309,28306,30721,29632,25242,24512,25220,24466
4279,29313,28296,30719,29638,25240,24486,25214,24468
4280,29332,28317,30722,29630,25247,24476,25216,24469
4281,29332,28330,30725,29627,25247,24484,25224,24467
4282,29334,28323,30721,29632,25240,24496,25231,24461
4283,29327,28325,30714,29631,25241,24494,25228,24465
4284,29313,28326,30708,29618,25245,24499,25220,24471
4285,29310,28323,30707,29613,25243,24493,25218,24462
4286,29312,28320,30707,29613,25251,24487,25216,24479
4287,29313,28335,30702,29595,25249,24504,25212,24473
4288,29305,28321,30694,29594,25249,24504,25214,24473
4289,29301,28305,30695,29595,25251,24493,25216,24463
4290,29300,28309,30698,29575,25250,24491,25221,24465
4291,29293,28310,30694,29590,25247,24492,25225,24465
4292,29290,28311,30696,29603,25250,24488,25230,24467
4293,29301,28299,30692,29595,25250,24478,25231,24463
4294,29301,28311,30684,29603,25245,24482,25223,24456
4295,29300,28305,30680,29579,25244,24474,25220,24443
4296,29299,28309,30681,29565,25249,24491,25219,24442
4297,29291,28315,30679,29566,25250,24490,25217,24453
4298,29282,28317,30670,29560,25247,24482,25217,24477
4299,29290,28318,30660,29572,25250,24482,25213,24475
4300,29293,28320,30658,29582,25256,24498,25214,24473
4301,29295,28318,30656,29565,25256,24498,25217,24475
4302,29292,28311,30656,29562,25249,24489,25216,24467
4303,29284,28313,30653,29563,25249,24500,25217,24461
4304,29284,28312,30654,29529,25253,24492,25221,24469
4305,29286,28321,30649,29547,25245,24492,25225,24478
4306,29287,28297,30650,29559,25241,24479,25219,24462
4307,29278,28303,30657,29554,25243,24487,25216,24457
4308,29279,28324,30653,29540,25249,24481,25220,24475
4309,29288,28323,30656,29519,25249,24490,25221,24470
4310,29287,28315,30654,29530,25243,24478,25224,24480
4311,29279,28307,30648,29518,25245,24482,25225,24478
4312,29279,28302,30651,29512,25248,24488,25219,24464
4313,29287,28316,30653,29500,25245,24494,25214,24455
4314,29281,28310,30647,29525,25245,24507,25224,24463
4315,29274,28309,30647,29524,25248,24503,25225,24466
4316,29276,28305,30660,29523,25251,24498,25219,24469
4317,29279,28316,30651,29534,25246,24502,25221,24469
4318,29274,28291,30642,29542,25244,24507,25219,24454
4319,29262,28289,30646,29540,25246,24481,25218,24442
4320,29262,28280,30642,29518,25244,24482,25224,24454
4321,29265,28276,30634,29503,25245,24491,25225,24455
4322,29262,28282,30640,29506,25250,24495,25224,24463
4323,29256,28278,30642,29521,25250,24491,25220,24467
4324,29260,28286,30641,29520,25247,24483,25224,24471
4325,29257,28291,30636,29527,25246,24497,25223,24474
4326,29248,28298,30631,29544,25245,24506,25213,24477
4327,29246,28281,30627,29545,25244,24497,25205,24466
4328,29249,28273,30630,29540,25241,24494,25209,24467
4329,29247,28276,30633,29533,25242,24486,25220,24471
4330,29246,28260,30628,29531,25245,24487,25220,24462
4331,29249,28269,30621,29535,25241,24494,25217,24459
4332,29255,28258,30622,29533,25241,24482,25221,24468
4333,29251,28250,30621,29526,25245,24484,25221,24464
4334,29245,28260,30616,29510,25247,24497,25219,24469
4335,29247,28267,30612,29510,25247,24508,25211,24476
4336,29250,28266,30609,29505,25245,24505,25212,24469
4337,29244,28269,30606,29499,25242,24499,25219,24455
4338,29238,28265,30603,29504,25244,24499,25214,24455
4339,29234,28247,30598,29516,25251,24497,25212,24455
4340,29232,28256,30600,29512,25255,24492,25216,24465
4341,29230,28267,30612,29531,25254,24484,25218,24463
4342,29236,28269,30614,29533,25254,24485,25219,24472
4343,29239,28271,30608,29514,25250,24476,25220,24465
4344,29239,28242,30609,29488,25250,24470,25218,24460
4345,29238,28243,30610,29489,25247,24487,25215,24459
4346,29231,28250,30606,29501,25243,24491,25221,24473
4347,29227,28250,30600,29512,25247,24487,25223,24466
